id1	id2	weight
Zm00001d010021	Zm00001d024723	1
Zm00001d003401	Zm00001d051092	0.999171156284519
Zm00001d042869	Zm00001d006512	1
Zm00001d002538	Zm00001d024450	1
Zm00001d052307	Zm00001d028894	1
Zm00001d031525	Zm00001d038855	0.999171156284519
Zm00001d026555	Zm00001d037337	1
Zm00001d010210	Zm00001d005642	1
Zm00001d033218	Zm00001d044600	1
Zm00001d012155	Zm00001d044704	1
Zm00001d020543	Zm00001d001913	1
Zm00001d013565	Zm00001d042869	1
Zm00001d030665	Zm00001d020910	1
Zm00001d033383	Zm00001d045152	1
Zm00001d031430	Zm00001d028730	1
Zm00001d029417	Zm00001d051245	0.990920409338924
Zm00001d046126	Zm00001d007010	0.999171156284519
Zm00001d003648	Zm00001d035560	0.999171156284519
Zm00001d023934	Zm00001d009445	1
Zm00001d004512	Zm00001d047282	1
Zm00001d013007	Zm00001d043795	1
Zm00001d034931	Zm00001d037574	1
Zm00001d003031	Zm00001d041829	1
Zm00001d012155	Zm00001d004790	1
Zm00001d040154	Zm00001d029059	1
Zm00001d038448	ZemaCp028	1
Zm00001d028177	Zm00001d012407	1
Zm00001d026354	Zm00001d041963	0.998342999550943
Zm00001d000329	Zm00001d014920	0.998342999550943
Zm00001d020136	Zm00001d033322	1
Zm00001d044730	Zm00001d022155	0.999171156284519
Zm00001d012295	Zm00001d028408	1
Zm00001d023659	Zm00001d049405	1
Zm00001d026691	Zm00001d034635	1
Zm00001d006361	Zm00001d022264	1
Zm00001d012674	Zm00001d027500	1
Zm00001d047020	Zm00001d011139	0.999171156284519
Zm00001d022277	Zm00001d014355	0.997515529229871
Zm00001d037596	Zm00001d005135	0.998342999550943
Zm00001d025374	Zm00001d038655	1
Zm00001d034630	Zm00001d046055	0.998342999550943
Zm00001d014271	Zm00001d042730	0.909048754817274
Zm00001d012823	Zm00001d038003	0.999171156284519
Zm00001d017296	Zm00001d039173	1
Zm00001d006010	Zm00001d010422	0.990920409338924
Zm00001d035090	Zm00001d050823	1
Zm00001d010914	Zm00001d039370	1
Zm00001d032859	Zm00001d006823	1
Zm00001d046937	Zm00001d042453	1
Zm00001d049730	Zm00001d042362	1
Zm00001d035698	Zm00001d020511	0.995037231054749
Zm00001d027752	Zm00001d017222	1
Zm00001d005502	Zm00001d047765	1
Zm00001d010259	Zm00001d019960	1
Zm00001d011445	Zm00001d019605	1
Zm00001d006147	Zm00001d006147	1
Zm00001d013428	Zm00001d030698	1
Zm00001d034834	Zm00001d010566	0.999171156284519
Zm00001d034919	Zm00001d024365	0.998342999550943
Zm00001d039456	Zm00001d033044	1
Zm00001d038999	Zm00001d035662	0.977860693084842
Zm00001d019287	Zm00001d051554	0.990099091185102
Zm00001d016924	Zm00001d002939	0.985185458162647
Zm00001d042686	Zm00001d051055	1
Zm00001d038667	Zm00001d013456	0.98763921893352
ZemaCp013	Zm00001d021104	0.981923257644421
Zm00001d031430	Zm00001d011081	0.999171156284519
Zm00001d039580	Zm00001d037886	1
Zm00001d015992	Zm00001d017448	1
Zm00001d023279	Zm00001d047282	1
Zm00001d043182	ZeamMp050	1
Zm00001d045545	Zm00001d003948	1
Zm00001d054089	Zm00001d047697	1
ZeamMp176	Zm00001d032166	1
Zm00001d030907	Zm00001d033855	1
Zm00001d012770	Zm00001d017072	0.998342999550943
Zm00001d028994	Zm00001d027394	0.999171156284519
Zm00001d022185	Zm00001d050384	0.980296210365564
Zm00001d031445	Zm00001d018522	1
Zm00001d029050	Zm00001d026477	1
ZemaCp015	Zm00001d036018	1
Zm00001d015348	Zm00001d023239	1
Zm00001d027242	Zm00001d043263	0.999171156284519
Zm00001d030614	Zm00001d013700	1
Zm00001d030152	Zm00001d035094	1
Zm00001d011953	Zm00001d018516	1
Zm00001d025208	Zm00001d029758	1
Zm00001d033610	Zm00001d011565	0.998342999550943
Zm00001d053371	Zm00001d012032	1
Zm00001d051308	Zm00001d030760	1
Zm00001d009088	Zm00001d018454	0.970590386975144
Zm00001d052124	Zm00001d018512	1
Zm00001d041702	Zm00001d033707	0.995037231054749
Zm00001d016606	Zm00001d000135	1
Zm00001d007352	ZeamMp018	1
Zm00001d053369	Zm00001d042025	0.994212500699119
Zm00001d011086	Zm00001d041445	0.999171156284519
Zm00001d030971	Zm00001d036001	0.999171156284519
Zm00001d007294	Zm00001d019605	1
Zm00001d028655	Zm00001d001973	1
Zm00001d029750	Zm00001d010016	1
Zm00001d033596	Zm00001d006064	1
Zm00001d026288	Zm00001d004438	0.999171156284519
Zm00001d040696	Zm00001d040561	0.985185458162647
Zm00001d047563	Zm00001d042308	1
Zm00001d028654	Zm00001d007296	0.999171156284519
Zm00001d012605	Zm00001d049744	1
Zm00001d023429	Zm00001d034957	1
Zm00001d013194	Zm00001d031727	1
Zm00001d039475	Zm00001d016446	1
Zm00001d021829	Zm00001d011487	1
Zm00001d027447	Zm00001d033674	1
Zm00001d011570	Zm00001d018410	1
Zm00001d014912	Zm00001d044285	0.998342999550943
Zm00001d044899	Zm00001d022268	0.999171156284519
Zm00001d049628	Zm00001d034790	1
Zm00001d028360	Zm00001d028647	0.996688744752374
Zm00001d030665	Zm00001d035032	1
Zm00001d042525	Zm00001d043272	1
Zm00001d033248	ZeamMp098	1
Zm00001d013122	Zm00001d016566	1
Zm00001d042686	Zm00001d042639	0.997515529229871
ZeamMp030	Zm00001d009653	0.997515529229871
Zm00001d021336	Zm00001d039740	0.999171156284519
Zm00001d045261	Zm00001d020011	0.998342999550943
Zm00001d029041	Zm00001d019605	0.998342999550943
Zm00001d030150	Zm00001d011092	0.999171156284519
Zm00001d028948	Zm00001d045379	1
Zm00001d031659	Zm00001d025362	0.999171156284519
Zm00001d017100	Zm00001d003059	1
Zm00001d049305	Zm00001d036054	0.999171156284519
Zm00001d041064	ZeamMp129	0.994212500699119
Zm00001d050051	Zm00001d009103	0.996688744752374
Zm00001d043632	Zm00001d008236	0.999171156284519
Zm00001d014150	Zm00001d009312	1
Zm00001d040696	ZeamMp175	0.999171156284519
Zm00001d034520	Zm00001d011966	0.995862645549995
Zm00001d029040	Zm00001d030698	1
Zm00001d034510	Zm00001d020003	0.999171156284519
Zm00001d018025	Zm00001d025519	1
Zm00001d004396	Zm00001d043451	1
Zm00001d037507	Zm00001d008951	0.996688744752374
Zm00001d006759	Zm00001d051672	0.998342999550943
Zm00001d053819	Zm00001d040322	1
Zm00001d047667	Zm00001d033925	1
Zm00001d048165	Zm00001d028836	0.999171156284519
Zm00001d032989	Zm00001d011178	1
Zm00001d036717	Zm00001d033324	1
Zm00001d012021	Zm00001d028948	0.999171156284519
Zm00001d036422	Zm00001d044510	1
ZeamMp176	Zm00001d016835	1
Zm00001d050961	Zm00001d053289	0.998342999550943
Zm00001d018903	Zm00001d044845	0.996688744752374
Zm00001d015865	Zm00001d042040	0.990920409338924
Zm00001d035561	Zm00001d035561	1
Zm00001d029973	Zm00001d007457	0.998342999550943
Zm00001d030868	Zm00001d047761	1
Zm00001d022028	Zm00001d002941	1
Zm00001d016469	Zm00001d038594	1
Zm00001d043843	Zm00001d016647	1
Zm00001d017363	Zm00001d021719	0.995862645549995
ZemaCp047	Zm00001d046432	0.995862645549995
Zm00001d016469	Zm00001d002925	1
Zm00001d033383	Zm00001d003278	1
Zm00001d053875	Zm00001d025130	1
Zm00001d014852	Zm00001d014030	1
Zm00001d017746	Zm00001d008189	0.997515529229871
Zm00001d048235	Zm00001d009312	1
ZeamMp030	Zm00001d049661	1
Zm00001d049083	Zm00001d001765	1
Zm00001d048870	Zm00001d026368	1
Zm00001d028360	Zm00001d050265	1
Zm00001d040793	Zm00001d000279	1
Zm00001d033792	Zm00001d013257	1
Zm00001d014244	Zm00001d029376	0.993388453916062
Zm00001d012923	Zm00001d049387	1
Zm00001d044478	Zm00001d033535	0.999171156284519
Zm00001d013391	Zm00001d043962	1
Zm00001d048338	Zm00001d025545	1
Zm00001d012361	Zm00001d013314	1
Zm00001d026331	Zm00001d015036	1
Zm00001d050741	Zm00001d037332	1
Zm00001d048338	Zm00001d011104	1
Zm00001d014347	Zm00001d017881	0.999171156284519
Zm00001d026283	Zm00001d048812	1
ZeamMp176	Zm00001d018134	0.998342999550943
ZemaCp015	Zm00001d031957	1
Zm00001d003401	ZeamMp185	1
Zm00001d030508	Zm00001d053636	1
Zm00001d049592	Zm00001d034807	0.999171156284519
Zm00001d050868	Zm00001d013040	0.999171156284519
Zm00001d028360	Zm00001d032535	1
Zm00001d017193	Zm00001d018613	1
Zm00001d011166	Zm00001d016410	0.998342999550943
Zm00001d028668	Zm00001d034531	1
Zm00001d047951	Zm00001d025522	1
Zm00001d041497	Zm00001d009653	0.995862645549995
Zm00001d038570	Zm00001d039189	1
Zm00001d033397	Zm00001d034776	1
Zm00001d043454	Zm00001d048514	0.999171156284519
Zm00001d015984	Zm00001d042590	1
Zm00001d021268	Zm00001d011487	1
Zm00001d018309	ZemaCp040	1
Zm00001d020643	Zm00001d021709	1
Zm00001d012867	Zm00001d022174	0.999171156284519
Zm00001d038404	Zm00001d043302	1
Zm00001d041445	Zm00001d017099	0.997515529229871
Zm00001d011717	Zm00001d020188	1
Zm00001d048023	Zm00001d028896	1
Zm00001d036108	Zm00001d015327	1
Zm00001d014291	Zm00001d052718	0.998342999550943
Zm00001d037234	Zm00001d023698	0.999171156284519
Zm00001d028034	Zm00001d036903	1
Zm00001d008380	ZemaCp028	1
Zm00001d050850	ZeamMp119	0.998342999550943
Zm00001d010152	Zm00001d016452	1
Zm00001d011873	Zm00001d049815	1
Zm00001d053102	Zm00001d033388	0.985185458162647
Zm00001d038930	Zm00001d049267	0.976240377477285
Zm00001d026540	Zm00001d046890	1
Zm00001d007288	Zm00001d005902	1
Zm00001d009987	Zm00001d000279	1
Zm00001d039037	Zm00001d043137	1
Zm00001d014685	Zm00001d005939	0.967376514462977
Zm00001d018775	Zm00001d039403	0.992565090139003
Zm00001d030732	Zm00001d048204	0.994212500699119
ZeamMp176	Zm00001d051869	1
Zm00001d006552	Zm00001d005099	1
Zm00001d020510	Zm00001d047187	0.989278453775669
Zm00001d009205	Zm00001d053863	1
Zm00001d045042	Zm00001d040029	0.997515529229871
Zm00001d050610	Zm00001d012956	1
Zm00001d014526	Zm00001d000029	1
Zm00001d023354	Zm00001d032708	1
Zm00001d012984	Zm00001d000279	0.995862645549995
Zm00001d028034	Zm00001d041917	1
Zm00001d050411	Zm00001d006213	1
Zm00001d027514	Zm00001d047965	0.998342999550943
Zm00001d024268	Zm00001d002253	1
Zm00001d040154	Zm00001d052595	1
Zm00001d053555	Zm00001d047476	0.999171156284519
Zm00001d023479	Zm00001d047117	0.998342999550943
Zm00001d020783	Zm00001d050372	1
Zm00001d022444	Zm00001d013148	1
Zm00001d026691	Zm00001d021445	0.997515529229871
Zm00001d053738	Zm00001d017449	1
Zm00001d047814	Zm00001d009700	0.999171156284519
Zm00001d029055	Zm00001d021668	1
Zm00001d006704	Zm00001d015138	0.999171156284519
Zm00001d047776	Zm00001d006296	0.999171156284519
Zm00001d032991	Zm00001d005546	0.993388453916062
Zm00001d043490	Zm00001d015997	1
Zm00001d006417	Zm00001d013780	0.995037231054749
Zm00001d013076	Zm00001d042283	0.999171156284519
Zm00001d048110	Zm00001d002768	1
Zm00001d044480	Zm00001d037532	1
Zm00001d021553	Zm00001d024571	0.995037231054749
Zm00001d021070	Zm00001d052473	0.999171156284519
Zm00001d035835	Zm00001d030698	0.999171156284519
Zm00001d038000	Zm00001d049305	1
Zm00001d014526	Zm00001d044035	0.995862645549995
Zm00001d026351	Zm00001d012878	1
Zm00001d048892	ZemaCp005	0.999171156284519
Zm00001d012549	Zm00001d051001	0.995862645549995
Zm00001d005329	Zm00001d047396	0.999171156284519
Zm00001d039439	Zm00001d037856	1
Zm00001d016358	Zm00001d017502	1
Zm00001d034590	Zm00001d010054	0.990099091185102
Zm00001d024292	Zm00001d049982	1
Zm00001d021376	Zm00001d049160	1
Zm00001d043662	Zm00001d052855	1
Zm00001d002978	Zm00001d010321	0.998342999550943
Zm00001d034670	Zm00001d005144	0.999171156284519
Zm00001d044426	Zm00001d025445	1
Zm00001d047256	Zm00001d028699	1
Zm00001d031127	Zm00001d022444	1
Zm00001d039787	Zm00001d021891	1
Zm00001d018151	Zm00001d043401	1
Zm00001d047373	Zm00001d029328	1
Zm00001d043183	Zm00001d032517	1
Zm00001d031489	Zm00001d039914	1
Zm00001d022277	Zm00001d035321	1
Zm00001d032933	Zm00001d010804	1
Zm00001d045610	Zm00001d036305	1
Zm00001d039886	Zm00001d024320	1
Zm00001d005817	Zm00001d033484	0.999171156284519
Zm00001d043314	Zm00001d053090	0.993388453916062
Zm00001d046120	Zm00001d032266	1
Zm00001d048235	Zm00001d046583	1
Zm00001d039267	Zm00001d031239	0.999171156284519
Zm00001d018792	Zm00001d026164	1
Zm00001d051804	Zm00001d028918	1
Zm00001d041246	Zm00001d044845	0.985185458162647
Zm00001d021395	Zm00001d042450	0.997515529229871
Zm00001d010530	Zm00001d038594	0.999171156284519
Zm00001d006871	Zm00001d028885	0.994212500699119
Zm00001d026137	Zm00001d011604	1
Zm00001d029141	Zm00001d002899	0.998342999550943
Zm00001d009774	Zm00001d018795	0.977050199394763
Zm00001d032732	Zm00001d006540	0.999171156284519
Zm00001d045911	Zm00001d036395	1
Zm00001d008396	Zm00001d035201	0.999171156284519
Zm00001d041138	Zm00001d033649	0.998342999550943
Zm00001d044775	Zm00001d001895	0.999171156284519
Zm00001d017798	Zm00001d046661	0.999171156284519
Zm00001d012765	Zm00001d004383	1
Zm00001d019542	Zm00001d018957	1
Zm00001d048361	Zm00001d001923	1
Zm00001d009669	Zm00001d002945	0.999171156284519
Zm00001d043653	Zm00001d009571	1
Zm00001d033414	Zm00001d024319	1
Zm00001d034760	Zm00001d022463	1
Zm00001d024516	Zm00001d011904	0.992565090139003
ZemaCp013	Zm00001d010910	1
Zm00001d029647	Zm00001d039790	1
Zm00001d034717	Zm00001d000270	0.999171156284519
Zm00001d012772	Zm00001d014366	0.999171156284519
Zm00001d049652	Zm00001d028426	1
Zm00001d047373	Zm00001d019664	1
Zm00001d042979	Zm00001d028825	0.995862645549995
Zm00001d018147	ZeamMp179	1
Zm00001d029663	Zm00001d031701	1
Zm00001d042686	Zm00001d022264	0.997515529229871
Zm00001d023429	Zm00001d017100	1
Zm00001d028838	Zm00001d013156	1
Zm00001d004396	Zm00001d005358	0.999171156284519
Zm00001d016149	Zm00001d047498	1
Zm00001d003958	Zm00001d045685	0.995862645549995
Zm00001d036262	Zm00001d017279	1
Zm00001d019949	Zm00001d047309	0.995037231054749
Zm00001d049867	Zm00001d039179	0.949102188508999
Zm00001d018025	Zm00001d036964	1
Zm00001d013079	Zm00001d009627	0.991742408801835
Zm00001d038389	Zm00001d052885	0.999171156284519
Zm00001d011919	Zm00001d043158	1
Zm00001d049494	Zm00001d050190	0.995037231054749
Zm00001d037557	Zm00001d013147	1
Zm00001d043239	Zm00001d001989	1
Zm00001d005253	Zm00001d023767	0.998342999550943
Zm00001d016407	Zm00001d020902	1
Zm00001d053727	Zm00001d053667	0.999171156284519
Zm00001d045315	Zm00001d023749	1
Zm00001d034790	Zm00001d004123	1
Zm00001d014765	Zm00001d012504	1
Zm00001d033004	Zm00001d018141	0.998342999550943
Zm00001d012921	Zm00001d045199	0.997515529229871
Zm00001d032722	Zm00001d045183	1
Zm00001d047184	Zm00001d044979	1
Zm00001d044930	Zm00001d044673	1
Zm00001d034835	Zm00001d029782	1
Zm00001d039886	Zm00001d008762	0.999171156284519
Zm00001d053875	Zm00001d043303	1
Zm00001d019125	Zm00001d034937	1
Zm00001d048541	Zm00001d020201	1
Zm00001d022575	Zm00001d022307	0.986002700304241
Zm00001d037507	Zm00001d052525	0.993388453916062
Zm00001d018103	Zm00001d015327	1
Zm00001d039120	Zm00001d006213	0.990099091185102
Zm00001d049628	Zm00001d008759	1
Zm00001d016832	Zm00001d042340	1
Zm00001d053066	Zm00001d003476	1
Zm00001d038675	Zm00001d017046	1
Zm00001d026211	Zm00001d029130	1
Zm00001d014765	Zm00001d030018	0.975431226775614
Zm00001d014358	ZeamMp008	1
Zm00001d048419	Zm00001d030373	1
Zm00001d024418	Zm00001d025624	1
Zm00001d035130	Zm00001d010009	1
Zm00001d028654	Zm00001d000396	0.994212500699119
Zm00001d006124	Zm00001d037453	0.977050199394763
Zm00001d024814	Zm00001d006016	0.997515529229871
Zm00001d048424	Zm00001d028692	1
Zm00001d023797	Zm00001d004023	0.999171156284519
Zm00001d008396	Zm00001d034790	1
Zm00001d034490	ZeamMp050	1
Zm00001d026558	Zm00001d031908	1
Zm00001d016469	Zm00001d011396	0.968178983528936
Zm00001d033654	Zm00001d025507	1
Zm00001d044692	Zm00001d047110	0.998342999550943
Zm00001d042380	Zm00001d049835	1
Zm00001d044463	Zm00001d009127	0.999171156284519
Zm00001d013228	Zm00001d021709	0.998342999550943
Zm00001d043510	Zm00001d053872	1
Zm00001d043578	Zm00001d018516	1
Zm00001d049019	Zm00001d029036	0.998342999550943
Zm00001d037120	Zm00001d050993	1
Zm00001d032112	Zm00001d042061	1
Zm00001d040357	Zm00001d049042	1
Zm00001d006504	Zm00001d002543	0.996688744752374
Zm00001d048546	Zm00001d050993	0.997515529229871
Zm00001d028948	Zm00001d034528	0.999171156284519
Zm00001d041889	Zm00001d044089	1
Zm00001d014701	Zm00001d024319	1
Zm00001d022160	Zm00001d005450	1
Zm00001d003401	Zm00001d008620	1
Zm00001d049662	Zm00001d032293	1
Zm00001d031273	Zm00001d008357	1
Zm00001d052126	Zm00001d013757	1
Zm00001d007479	Zm00001d031963	1
Zm00001d014037	Zm00001d003567	1
Zm00001d005100	Zm00001d038625	0.999171156284519
Zm00001d043063	Zm00001d048270	0.998342999550943
Zm00001d042306	Zm00001d030011	1
Zm00001d045465	Zm00001d031898	0.999171156284519
Zm00001d028293	Zm00001d012633	0.903038537082254
Zm00001d021580	ZeamMp030	0.999171156284519
Zm00001d002185	Zm00001d007197	1
Zm00001d005100	Zm00001d018957	0.998342999550943
Zm00001d041711	Zm00001d029968	0.999171156284519
Zm00001d018025	Zm00001d038506	1
Zm00001d027464	Zm00001d043809	1
Zm00001d039590	Zm00001d017449	1
Zm00001d027527	Zm00001d031611	1
Zm00001d028084	Zm00001d014642	1
Zm00001d038841	Zm00001d034859	1
Zm00001d020140	ZeamMp088	0.980296210365564
Zm00001d043149	Zm00001d012031	1
Zm00001d018600	Zm00001d017060	1
Zm00001d043239	Zm00001d004023	0.996688744752374
ZemaCp013	Zm00001d014937	1
Zm00001d028749	Zm00001d036568	0.999171156284519
Zm00001d029120	Zm00001d045195	1
Zm00001d018755	Zm00001d017178	0.999171156284519
Zm00001d047455	Zm00001d039865	0.999171156284519
Zm00001d050304	Zm00001d024839	0.998342999550943
Zm00001d022041	ZemaCp022	1
Zm00001d027585	Zm00001d034644	0.996688744752374
Zm00001d036024	Zm00001d029214	1
Zm00001d049116	Zm00001d031817	1
Zm00001d007145	Zm00001d033484	0.990920409338924
Zm00001d033654	Zm00001d037473	1
Zm00001d053808	Zm00001d047897	1
Zm00001d010262	Zm00001d035543	0.999171156284519
Zm00001d005636	Zm00001d008594	1
Zm00001d044290	Zm00001d043998	1
Zm00001d037125	Zm00001d042478	0.998342999550943
Zm00001d029055	Zm00001d033596	1
Zm00001d004009	Zm00001d025639	1
Zm00001d053808	Zm00001d028024	1
Zm00001d024814	Zm00001d025997	0.997515529229871
Zm00001d002978	Zm00001d026690	1
Zm00001d012921	Zm00001d017239	1
Zm00001d012361	Zm00001d030385	1
Zm00001d041945	Zm00001d008259	1
Zm00001d044048	Zm00001d034505	0.998342999550943
Zm00001d025065	Zm00001d012741	1
Zm00001d019233	Zm00001d035948	1
Zm00001d015348	Zm00001d003401	1
Zm00001d020636	Zm00001d047962	1
Zm00001d048235	Zm00001d023813	1
Zm00001d000379	Zm00001d014679	1
Zm00001d039841	Zm00001d033502	1
Zm00001d014058	Zm00001d019605	0.999171156284519
Zm00001d043309	Zm00001d000074	0.965773571144104
Zm00001d046925	Zm00001d049239	0.995862645549995
Zm00001d006871	Zm00001d045152	0.993388453916062
Zm00001d022176	Zm00001d014888	1
Zm00001d022585	Zm00001d000279	0.998342999550943
Zm00001d021338	Zm00001d012837	0.997515529229871
Zm00001d020593	Zm00001d012306	0.997515529229871
Zm00001d034012	ZeamMp094	1
Zm00001d040202	Zm00001d037748	1
Zm00001d014030	Zm00001d023343	0.997515529229871
Zm00001d044458	Zm00001d034000	0.999171156284519
Zm00001d013420	Zm00001d052678	1
Zm00001d029041	Zm00001d017239	1
Zm00001d012909	Zm00001d043609	1
Zm00001d005642	Zm00001d047303	1
ZemaCp047	ZeamMp176	0.999171156284519
Zm00001d053895	Zm00001d005334	1
Zm00001d023395	Zm00001d021528	0.999171156284519
Zm00001d043183	Zm00001d028257	1
Zm00001d010271	Zm00001d041645	1
Zm00001d019926	Zm00001d051670	0.982737793688685
Zm00001d013910	Zm00001d010184	0.999171156284519
ZemaCp047	Zm00001d010490	1
Zm00001d044478	Zm00001d028375	1
Zm00001d018568	Zm00001d024754	1
Zm00001d009055	Zm00001d021950	1
Zm00001d032739	Zm00001d011486	1
Zm00001d010262	Zm00001d004936	0.993388453916062
Zm00001d041354	Zm00001d048611	0.97139552204884
Zm00001d042845	Zm00001d049095	1
Zm00001d041918	Zm00001d004552	0.974622746733418
Zm00001d034350	Zm00001d032552	0.998342999550943
Zm00001d028360	Zm00001d002584	0.997515529229871
Zm00001d033850	Zm00001d005253	1
Zm00001d039145	ZeamMp136	1
Zm00001d033187	Zm00001d005168	1
Zm00001d044170	Zm00001d034609	1
Zm00001d029714	Zm00001d018403	1
Zm00001d031619	Zm00001d051915	1
Zm00001d026691	Zm00001d050608	0.982737793688685
Zm00001d001899	Zm00001d013725	1
Zm00001d008380	Zm00001d002325	0.999171156284519
Zm00001d048046	Zm00001d031168	1
Zm00001d052796	Zm00001d043565	1
ZemaCp047	Zm00001d043376	1
Zm00001d032449	Zm00001d016519	0.998342999550943
Zm00001d028185	Zm00001d006371	1
Zm00001d049019	Zm00001d008730	1
Zm00001d038225	Zm00001d011286	1
Zm00001d049320	Zm00001d033850	0.999171156284519
Zm00001d023885	Zm00001d016691	0.999171156284519
Zm00001d016166	Zm00001d053675	0.998342999550943
Zm00001d045379	Zm00001d033734	0.997515529229871
Zm00001d044730	ZeamMp030	0.991742408801835
Zm00001d043693	Zm00001d047282	1
Zm00001d010914	Zm00001d044459	0.995862645549995
Zm00001d047054	Zm00001d047054	1
Zm00001d024430	Zm00001d034677	0.999171156284519
Zm00001d049975	Zm00001d024982	1
Zm00001d033275	Zm00001d018034	0.999171156284519
Zm00001d039349	ZemaCp018	1
Zm00001d017391	Zm00001d017937	1
Zm00001d014988	Zm00001d006474	0.997515529229871
Zm00001d019260	Zm00001d043329	1
Zm00001d009840	Zm00001d009426	0.997515529229871
Zm00001d017296	Zm00001d026704	1
Zm00001d048256	Zm00001d005241	0.999171156284519
Zm00001d014037	Zm00001d038975	1
Zm00001d048235	Zm00001d009700	1
Zm00001d033705	Zm00001d049835	1
ZemaCp047	Zm00001d018752	1
Zm00001d029041	Zm00001d031963	0.98763921893352
Zm00001d002339	Zm00001d042350	0.986820620373745
Zm00001d034108	Zm00001d005818	1
Zm00001d024268	Zm00001d020585	1
Zm00001d021347	Zm00001d036285	0.998342999550943
Zm00001d037125	Zm00001d037010	0.997515529229871
Zm00001d014058	ZeamMp115	1
Zm00001d050304	Zm00001d036103	0.993388453916062
Zm00001d012984	Zm00001d044939	1
Zm00001d012974	Zm00001d051325	1
Zm00001d020230	Zm00001d023987	1
Zm00001d024759	Zm00001d034761	0.999171156284519
Zm00001d042478	Zm00001d040278	1
Zm00001d027845	ZemaCp028	1
Zm00001d025374	Zm00001d013274	1
Zm00001d020799	Zm00001d040392	1
ZemaCp015	Zm00001d004270	1
Zm00001d039131	Zm00001d031168	1
Zm00001d028949	Zm00001d016793	1
Zm00001d049019	Zm00001d020219	1
Zm00001d045359	Zm00001d012329	1
Zm00001d052307	Zm00001d038684	1
Zm00001d008820	Zm00001d015211	1
Zm00001d015410	Zm00001d019605	1
Zm00001d022168	Zm00001d041246	0.998342999550943
Zm00001d013839	Zm00001d049135	0.998342999550943
Zm00001d003089	Zm00001d050248	1
Zm00001d012529	Zm00001d025413	0.998342999550943
Zm00001d036233	ZeamMp119	1
Zm00001d044916	Zm00001d044916	1
Zm00001d044696	Zm00001d031891	0.997515529229871
Zm00001d018217	Zm00001d021584	1
Zm00001d026691	Zm00001d043959	0.999171156284519
Zm00001d016636	Zm00001d049858	1
Zm00001d006019	Zm00001d021227	1
Zm00001d028952	Zm00001d039304	1
Zm00001d052796	Zm00001d051001	1
ZeamMp176	Zm00001d042256	0.999171156284519
Zm00001d034758	Zm00001d023929	1
Zm00001d044099	Zm00001d019605	1
Zm00001d044775	Zm00001d038318	1
Zm00001d002418	Zm00001d039043	0.995037231054749
Zm00001d019217	Zm00001d037873	0.999171156284519
Zm00001d042863	Zm00001d031239	1
Zm00001d053808	Zm00001d005641	1
Zm00001d005269	Zm00001d038892	1
Zm00001d019479	Zm00001d029256	0.999171156284519
Zm00001d048460	Zm00001d046930	1
Zm00001d007383	Zm00001d028755	1
Zm00001d043613	Zm00001d021652	0.973814936794823
Zm00001d016410	Zm00001d028464	1
Zm00001d039886	Zm00001d045937	0.999171156284519
Zm00001d040146	Zm00001d035662	0.999171156284519
Zm00001d010907	Zm00001d010974	1
Zm00001d047788	Zm00001d019605	1
Zm00001d016935	Zm00001d037687	1
Zm00001d005502	Zm00001d016661	1
Zm00001d012061	Zm00001d047828	1
Zm00001d051211	Zm00001d027546	0.999171156284519
Zm00001d026691	Zm00001d042569	1
Zm00001d049116	Zm00001d049305	0.999171156284519
Zm00001d019547	Zm00001d028032	1
Zm00001d022185	Zm00001d011638	0.999171156284519
Zm00001d003106	Zm00001d009161	0.996688744752374
Zm00001d042308	Zm00001d039252	1
Zm00001d044144	Zm00001d019605	1
Zm00001d005105	Zm00001d028039	1
Zm00001d003197	Zm00001d026500	1
Zm00001d017187	ZeamMp030	0.994212500699119
Zm00001d024759	Zm00001d032324	0.999171156284519
Zm00001d011713	Zm00001d002897	1
Zm00001d011411	Zm00001d042455	1
Zm00001d002095	Zm00001d029627	0.999171156284519
Zm00001d008320	Zm00001d001909	1
Zm00001d050741	Zm00001d033708	1
Zm00001d020230	Zm00001d048852	0.999171156284519
Zm00001d027517	Zm00001d045559	1
Zm00001d021006	Zm00001d021006	1
Zm00001d053936	Zm00001d050810	0.976240377477285
Zm00001d021838	Zm00001d028426	1
Zm00001d043131	Zm00001d047479	1
ZemaCp086	Zm00001d035551	1
ZeamMp176	Zm00001d041443	1
Zm00001d002482	Zm00001d026254	0.995862645549995
Zm00001d042329	Zm00001d000279	1
Zm00001d015571	Zm00001d009653	0.999171156284519
Zm00001d007823	Zm00001d018460	1
Zm00001d010413	Zm00001d050043	1
ZemaCp157	Zm00001d002163	0.999171156284519
Zm00001d016892	Zm00001d048718	0.997515529229871
Zm00001d011192	Zm00001d017242	1
Zm00001d039400	Zm00001d021947	1
ZemaCp013	Zm00001d025433	0.999171156284519
Zm00001d034163	Zm00001d028807	0.999171156284519
Zm00001d010530	Zm00001d009312	0.998342999550943
Zm00001d047755	Zm00001d012763	1
Zm00001d048338	Zm00001d003653	0.999171156284519
Zm00001d024088	Zm00001d053863	0.999171156284519
Zm00001d021838	Zm00001d053838	0.994212500699119
Zm00001d014085	Zm00001d048699	0.999171156284519
Zm00001d033378	Zm00001d012956	0.999171156284519
Zm00001d008679	Zm00001d034575	1
Zm00001d010607	Zm00001d051333	1
Zm00001d005329	Zm00001d038594	1
