id1	id2	weight
Zm00001d017117	Zm00001d017117	1
Zm00001d019155	Zm00001d020472	1
Zm00001d006864	Zm00001d043527	1
Zm00001d021086	Zm00001d044802	1
Zm00001d015151	Zm00001d048310	1
Zm00001d025024	Zm00001d050567	0.999171156284519
Zm00001d029041	Zm00001d020902	1
Zm00001d050993	Zm00001d038640	1
Zm00001d004972	Zm00001d007508	1
Zm00001d014159	Zm00001d000279	1
Zm00001d045640	ZemaCp022	1
Zm00001d031127	Zm00001d029979	0.998342999550943
Zm00001d049239	Zm00001d036389	0.998342999550943
Zm00001d026630	Zm00001d042469	1
Zm00001d040555	Zm00001d013785	1
Zm00001d043613	Zm00001d023741	0.999171156284519
Zm00001d021965	Zm00001d013041	1
Zm00001d016720	Zm00001d037984	0.999171156284519
Zm00001d046492	Zm00001d019605	0.995037231054749
Zm00001d023616	Zm00001d042453	1
Zm00001d012267	Zm00001d026031	1
Zm00001d028654	Zm00001d029546	1
Zm00001d034799	Zm00001d017675	1
ZeamMp032	ZeamMp032	1
Zm00001d035047	Zm00001d049046	1
Zm00001d043551	Zm00001d011966	0.998342999550943
Zm00001d002192	Zm00001d041734	0.873578272428376
Zm00001d034575	Zm00001d032318	1
Zm00001d043524	Zm00001d037886	1
Zm00001d030688	Zm00001d013494	0.997515529229871
Zm00001d017958	Zm00001d031618	0.998342999550943
Zm00001d013435	Zm00001d006714	1
Zm00001d028397	Zm00001d051055	1
Zm00001d049571	Zm00001d000004	0.998342999550943
Zm00001d011717	Zm00001d002716	1
Zm00001d012074	Zm00001d010431	1
Zm00001d002267	Zm00001d040581	1
Zm00001d052404	Zm00001d039664	1
Zm00001d017753	Zm00001d042454	0.998342999550943
Zm00001d041746	Zm00001d019605	1
Zm00001d038156	Zm00001d004546	1
Zm00001d012821	Zm00001d006555	1
Zm00001d032597	Zm00001d019317	0.999171156284519
Zm00001d027922	Zm00001d045497	1
Zm00001d002418	Zm00001d019192	1
Zm00001d016572	Zm00001d026521	1
Zm00001d043158	Zm00001d022388	1
Zm00001d022435	Zm00001d026425	1
Zm00001d034668	Zm00001d022558	1
Zm00001d000002	Zm00001d006319	1
Zm00001d031489	Zm00001d005489	1
Zm00001d030968	Zm00001d024939	1
Zm00001d013742	ZemaCp022	1
Zm00001d043294	Zm00001d022160	1
Zm00001d023530	Zm00001d017840	0.996688744752374
Zm00001d045581	Zm00001d010251	1
ZeamMp030	Zm00001d053239	1
Zm00001d034668	Zm00001d014954	0.999171156284519
Zm00001d015865	Zm00001d017324	0.998342999550943
Zm00001d024268	Zm00001d005394	1
Zm00001d015856	Zm00001d037382	1
Zm00001d034376	Zm00001d053765	1
Zm00001d052751	Zm00001d043086	1
Zm00001d039816	ZeamMp030	0.999171156284519
Zm00001d009396	ZemaCp011	1
Zm00001d020851	Zm00001d039566	0.977050199394763
Zm00001d038156	Zm00001d048851	1
Zm00001d053289	Zm00001d015553	1
Zm00001d049628	Zm00001d040422	1
Zm00001d039965	Zm00001d045268	1
Zm00001d028656	ZeamMp172	1
Zm00001d018568	Zm00001d045590	1
Zm00001d038777	Zm00001d000279	0.999171156284519
ZemaCp058	Zm00001d049305	0.995862645549995
Zm00001d039267	Zm00001d017780	0.999171156284519
Zm00001d041307	Zm00001d047992	1
Zm00001d007454	Zm00001d051995	0.998342999550943
Zm00001d021641	Zm00001d045391	0.999171156284519
Zm00001d028244	Zm00001d028995	1
Zm00001d048540	Zm00001d048540	1
Zm00001d038225	Zm00001d014109	1
Zm00001d021799	Zm00001d011314	0.997515529229871
Zm00001d007352	Zm00001d011412	1
Zm00001d027585	Zm00001d033931	0.999171156284519
Zm00001d017174	Zm00001d033925	0.998342999550943
Zm00001d032361	Zm00001d049552	1
Zm00001d048463	Zm00001d029238	1
Zm00001d033378	Zm00001d024755	0.998342999550943
Zm00001d028484	Zm00001d010910	0.976240377477285
Zm00001d010271	ZemaCp006	1
Zm00001d023759	Zm00001d017849	1
Zm00001d005812	Zm00001d010583	1
Zm00001d032962	Zm00001d000279	1
Zm00001d048046	Zm00001d012031	0.999171156284519
Zm00001d024088	Zm00001d047755	1
Zm00001d009205	Zm00001d025833	0.999171156284519
Zm00001d043137	Zm00001d040368	1
Zm00001d027861	Zm00001d036477	1
Zm00001d022010	Zm00001d013971	0.999171156284519
Zm00001d033383	Zm00001d013332	1
Zm00001d031278	Zm00001d007059	1
Zm00001d025024	Zm00001d014920	1
ZeamMp176	Zm00001d005765	1
Zm00001d008599	Zm00001d043301	1
Zm00001d025681	Zm00001d032423	1
Zm00001d049399	Zm00001d052108	1
Zm00001d017070	Zm00001d038840	0.999171156284519
Zm00001d014812	Zm00001d034768	1
Zm00001d043687	Zm00001d010491	0.999171156284519
Zm00001d017885	Zm00001d000279	1
Zm00001d012061	Zm00001d002584	1
Zm00001d043843	Zm00001d016661	1
Zm00001d028045	Zm00001d013908	1
Zm00001d036054	Zm00001d020510	1
Zm00001d051849	Zm00001d052434	0.995862645549995
Zm00001d005498	Zm00001d049500	1
Zm00001d011370	Zm00001d004139	1
Zm00001d028339	Zm00001d040567	0.999171156284519
Zm00001d018158	Zm00001d045520	1
Zm00001d047600	Zm00001d021958	1
Zm00001d044971	Zm00001d033159	0.999171156284519
Zm00001d045610	Zm00001d034036	1
Zm00001d047256	Zm00001d050375	1
Zm00001d039321	Zm00001d008432	0.997515529229871
Zm00001d005502	Zm00001d028380	1
Zm00001d000030	Zm00001d022225	1
Zm00001d023576	Zm00001d020571	0.993388453916062
Zm00001d037803	Zm00001d013911	1
Zm00001d043074	Zm00001d016716	1
Zm00001d013699	Zm00001d017894	0.999171156284519
Zm00001d049496	Zm00001d027472	0.999171156284519
Zm00001d011360	Zm00001d028692	1
Zm00001d034764	Zm00001d033925	1
Zm00001d002843	Zm00001d017751	1
Zm00001d022584	Zm00001d053765	0.998342999550943
Zm00001d006916	Zm00001d022280	0.999171156284519
Zm00001d029041	Zm00001d036565	1
Zm00001d012336	Zm00001d027500	0.999171156284519
Zm00001d040036	Zm00001d053641	0.999171156284519
Zm00001d043454	Zm00001d021470	1
