Gene	Co-expression	Co-translation	Interactome
Zm00001d004676	0	0	0
Zm00001d012992	0	0	0
Zm00001d036108	0	0	0
Zm00001d052668	1	0	0
Zm00001d006907	0	0	0
Zm00001d016625	0	0	0
Zm00001d015571	0	0	0
Zm00001d053686	1	0	0
Zm00001d010054	0	0	0
Zm00001d039037	0	0	0
Zm00001d019358	0	0	0
Zm00001d002192	0	0	0
Zm00001d006160	0	0	0
Zm00001d005347	0	0	0
Zm00001d031128	0	0	0
Zm00001d038541	0	0	0
Zm00001d035028	0	0	0
Zm00001d025057	0	0	0
Zm00001d023635	0	0	0
Zm00001d008189	0	0	0
Zm00001d020108	0	0	0
Zm00001d050054	0	0	0
Zm00001d028655	0	0	0
Zm00001d035616	0	0	0
Zm00001d038658	0	0	0
Zm00001d035760	0	0	0
Zm00001d051685	0	0	0
Zm00001d032517	0	0	0
Zm00001d052108	0	0	0
Zm00001d038448	0	0	0
Zm00001d004616	0	0	0
Zm00001d016077	0	0	0
Zm00001d048204	0	0	0
Zm00001d044930	0	0	0
Zm00001d008293	0	0	0
Zm00001d018522	0	0	0
Zm00001d014423	0	0	0
Zm00001d049821	0	0	0
Zm00001d012407	0	0	0
Zm00001d035937	0	0	0
Zm00001d052062	0	0	0
Zm00001d052270	0	0	0
Zm00001d050043	0	0	0
Zm00001d033210	0	0	0
Zm00001d014347	0	0	0
Zm00001d041484	0	0	0
Zm00001d008259	0	0	0
Zm00001d048253	0	0	0
Zm00001d040898	0	0	0
Zm00001d053983	0	0	0
Zm00001d006046	0	0	0
Zm00001d006714	0	0	0
Zm00001d008695	0	0	0
Zm00001d048392	0	0	0
Zm00001d005765	0	0	0
Zm00001d017029	0	0	0
Zm00001d010135	1	1	0
Zm00001d012714	1	1	0
Zm00001d025149	1	1	0
Zm00001d037992	0	1	0
Zm00001d012161	0	1	0
Zm00001d032070	0	1	0
Zm00001d048593	0	1	0
Zm00001d025721	1	1	0
Zm00001d035859	0	1	0
Zm00001d032789	0	1	0
Zm00001d034609	0	0	0
Zm00001d042427	0	0	0
Zm00001d037574	1	0	0
Zm00001d045358	0	0	0
Zm00001d010631	0	0	0
Zm00001d031817	1	0	0
Zm00001d006548	0	0	0
Zm00001d044573	0	0	0
Zm00001d038885	0	0	0
Zm00001d030126	0	0	0
Zm00001d028963	0	0	0
Zm00001d025788	0	0	0
Zm00001d009509	0	0	0
Zm00001d018979	1	0	0
Zm00001d019562	0	0	0
Zm00001d053196	0	0	0
Zm00001d043382	0	0	0
Zm00001d016803	0	0	0
Zm00001d024625	0	0	0
Zm00001d011786	0	0	0
Zm00001d029546	0	0	0
Zm00001d048343	0	0	0
Zm00001d019329	0	0	0
Zm00001d052865	0	0	0
Zm00001d007288	0	0	0
Zm00001d041707	0	0	0
Zm00001d006049	0	0	0
Zm00001d036422	0	0	0
Zm00001d021526	0	0	0
Zm00001d044497	0	0	0
Zm00001d007760	0	0	0
Zm00001d021815	0	0	0
Zm00001d014732	0	0	0
Zm00001d025767	0	0	0
Zm00001d047699	1	0	0
Zm00001d051869	0	0	0
Zm00001d038059	0	0	0
Zm00001d027813	0	0	0
Zm00001d009364	0	0	0
Zm00001d021843	0	0	0
Zm00001d026642	0	0	0
Zm00001d016653	0	0	0
Zm00001d037200	0	0	0
Zm00001d027405	0	0	0
Zm00001d052057	0	0	0
Zm00001d010431	0	0	0
Zm00001d027517	0	0	0
Zm00001d008617	0	0	0
Zm00001d022248	1	0	0
Zm00001d011510	0	0	0
Zm00001d006251	0	0	0
Zm00001d005089	0	0	0
Zm00001d029297	0	0	0
Zm00001d034591	0	0	0
Zm00001d013966	0	0	0
Zm00001d053682	0	0	0
Zm00001d038380	0	0	0
Zm00001d041626	0	0	0
Zm00001d012820	0	0	0
Zm00001d045263	0	0	0
Zm00001d018896	0	0	0
Zm00001d019981	0	0	0
Zm00001d006124	0	0	0
Zm00001d038577	0	0	0
Zm00001d011570	0	0	0
Zm00001d022048	0	0	0
Zm00001d045944	0	0	0
Zm00001d029750	0	0	0
Zm00001d019765	0	0	0
Zm00001d010030	0	0	0
Zm00001d011617	0	0	0
Zm00001d002659	0	0	0
Zm00001d014025	0	0	0
Zm00001d050202	0	0	0
Zm00001d013824	0	0	0
Zm00001d040831	1	1	0
Zm00001d053872	0	1	0
Zm00001d021433	1	1	0
Zm00001d013282	0	1	0
Zm00001d028538	1	1	0
Zm00001d043757	0	1	0
Zm00001d038579	0	1	0
Zm00001d038021	1	1	0
Zm00001d037227	0	1	0
Zm00001d018001	0	1	0
Zm00001d047958	0	1	0
Zm00001d038688	1	1	0
Zm00001d001785	1	1	0
Zm00001d003767	0	0	0
Zm00001d022301	0	0	0
Zm00001d035679	1	0	0
Zm00001d024327	0	0	0
Zm00001d025939	1	0	0
Zm00001d053857	1	0	0
Zm00001d005200	0	0	0
Zm00001d013910	0	0	0
Zm00001d020011	0	0	0
Zm00001d002842	0	0	0
Zm00001d036195	0	0	0
Zm00001d023677	0	0	0
Zm00001d015383	0	0	0
Zm00001d038883	0	0	0
Zm00001d031640	0	0	0
Zm00001d034628	1	0	0
Zm00001d015459	0	0	0
Zm00001d018544	0	0	0
Zm00001d021706	0	0	0
Zm00001d019164	0	0	0
Zm00001d010824	0	0	0
Zm00001d008300	0	0	0
Zm00001d039733	0	0	0
Zm00001d050244	0	0	0
Zm00001d017485	0	0	0
Zm00001d044144	0	0	0
Zm00001d043080	0	0	0
Zm00001d012141	0	0	0
Zm00001d051039	0	0	0
Zm00001d029590	0	0	0
Zm00001d038381	0	0	0
Zm00001d034074	0	0	0
Zm00001d031520	0	0	0
Zm00001d043490	0	0	0
Zm00001d035579	0	0	0
Zm00001d034761	0	0	0
Zm00001d033896	0	0	0
Zm00001d028656	0	0	0
Zm00001d045475	0	0	0
Zm00001d036451	0	0	0
Zm00001d010528	0	0	0
Zm00001d020591	0	0	0
Zm00001d051336	0	0	0
Zm00001d007215	0	0	0
Zm00001d039272	0	0	0
Zm00001d053697	0	0	0
Zm00001d008395	0	0	0
Zm00001d047272	1	0	0
Zm00001d018973	0	0	0
Zm00001d024876	0	0	0
Zm00001d008916	0	0	0
Zm00001d041877	0	0	0
Zm00001d031487	0	0	0
Zm00001d006835	0	0	0
Zm00001d017675	0	0	0
Zm00001d018496	0	0	0
Zm00001d037278	0	0	0
Zm00001d051129	0	0	0
Zm00001d026278	0	0	0
Zm00001d011792	0	0	0
Zm00001d010620	0	0	0
Zm00001d032198	0	0	0
Zm00001d032575	0	0	0
Zm00001d019520	0	0	0
Zm00001d033843	0	0	0
Zm00001d026669	0	0	0
Zm00001d029328	0	0	0
Zm00001d050868	0	0	0
Zm00001d037381	0	0	0
Zm00001d018512	1	0	0
Zm00001d015289	0	0	0
Zm00001d047184	0	0	0
Zm00001d028641	0	0	0
Zm00001d031569	0	0	0
Zm00001d028191	0	0	0
Zm00001d038741	0	0	0
Zm00001d015134	0	0	0
Zm00001d013159	0	0	0
Zm00001d019553	0	0	0
Zm00001d011992	0	0	0
Zm00001d050146	0	0	0
Zm00001d030026	0	0	0
Zm00001d001882	0	0	0
Zm00001d002889	0	0	0
Zm00001d026476	0	0	0
Zm00001d010109	0	0	0
Zm00001d007339	0	0	0
Zm00001d011166	0	0	0
Zm00001d002089	0	0	0
Zm00001d011360	1	1	0
Zm00001d038855	1	1	0
Zm00001d009579	0	1	0
Zm00001d044130	0	1	0
Zm00001d037602	1	1	0
Zm00001d029133	0	1	0
Zm00001d009740	0	0	0
Zm00001d009597	0	0	0
Zm00001d033099	1	0	0
Zm00001d040260	0	0	0
Zm00001d022386	0	0	0
Zm00001d052056	0	0	0
Zm00001d019147	0	0	0
Zm00001d039283	0	0	0
Zm00001d048609	0	0	0
Zm00001d035562	0	0	0
Zm00001d006823	0	0	0
Zm00001d003259	0	0	0
Zm00001d026337	0	0	0
Zm00001d009938	0	0	0
Zm00001d013427	0	0	0
Zm00001d028653	0	0	0
Zm00001d002553	1	0	0
Zm00001d044364	0	0	0
Zm00001d024009	0	0	0
Zm00001d017047	0	0	0
Zm00001d038368	0	0	0
Zm00001d011004	0	0	0
Zm00001d038931	0	0	0
Zm00001d013336	0	0	0
Zm00001d042386	0	0	0
Zm00001d023943	0	0	0
Zm00001d050248	0	0	0
Zm00001d005281	0	0	0
Zm00001d034679	0	0	0
Zm00001d040555	0	0	0
Zm00001d032570	0	0	0
Zm00001d028143	1	0	0
Zm00001d007901	0	0	0
Zm00001d032485	0	0	0
Zm00001d020580	0	0	0
Zm00001d052990	0	0	0
Zm00001d018282	0	0	0
Zm00001d045685	0	0	0
Zm00001d044129	0	0	0
Zm00001d035004	0	0	0
Zm00001d037925	1	0	0
Zm00001d038449	0	0	0
Zm00001d015795	1	0	0
Zm00001d049619	0	0	0
Zm00001d036013	0	0	0
Zm00001d009813	0	0	0
Zm00001d046317	0	0	0
Zm00001d007038	0	0	0
Zm00001d035267	0	0	0
Zm00001d045646	0	0	0
Zm00001d025963	0	0	0
Zm00001d020101	0	0	0
Zm00001d010413	0	0	0
Zm00001d044463	0	0	0
Zm00001d048627	0	0	0
Zm00001d031701	0	0	0
Zm00001d001988	0	0	0
Zm00001d031268	0	0	0
Zm00001d015473	0	0	0
Zm00001d051392	0	0	0
Zm00001d005231	0	0	0
Zm00001d040613	0	0	0
Zm00001d048703	0	0	0
Zm00001d044575	0	0	0
Zm00001d006900	0	0	0
Zm00001d018498	0	0	0
Zm00001d032566	0	0	0
Zm00001d017787	0	0	0
Zm00001d023808	0	0	0
Zm00001d024265	0	0	0
Zm00001d045230	0	0	0
Zm00001d009196	0	0	0
Zm00001d046352	0	0	0
Zm00001d041603	0	0	0
Zm00001d048080	0	0	0
Zm00001d028958	0	0	0
Zm00001d047119	0	0	0
Zm00001d005090	0	0	0
Zm00001d016722	0	0	0
Zm00001d034517	0	0	0
Zm00001d013094	0	0	0
Zm00001d022438	0	0	0
Zm00001d005106	0	0	0
Zm00001d004091	0	0	0
Zm00001d011732	0	0	0
Zm00001d020344	0	0	0
Zm00001d038189	0	0	0
Zm00001d004997	0	0	0
Zm00001d014161	1	0	0
Zm00001d039089	0	0	0
Zm00001d035012	0	0	0
Zm00001d039162	0	0	0
Zm00001d045724	0	0	0
Zm00001d034055	0	0	0
Zm00001d030409	0	0	0
Zm00001d022243	0	0	0
Zm00001d037473	0	0	0
Zm00001d043991	0	0	0
Zm00001d037220	0	0	0
Zm00001d051528	0	0	0
Zm00001d003502	0	0	0
Zm00001d038003	0	0	0
Zm00001d014865	0	1	0
Zm00001d034883	0	1	0
Zm00001d045352	1	1	0
Zm00001d051427	1	1	0
Zm00001d033159	0	1	0
Zm00001d041682	1	1	0
Zm00001d002869	1	1	0
Zm00001d018201	0	1	0
Zm00001d033112	1	1	0
Zm00001d045339	0	1	0
Zm00001d032668	0	1	0
Zm00001d018415	0	1	0
Zm00001d016491	0	1	0
Zm00001d008669	0	1	0
Zm00001d021061	1	1	0
Zm00001d029142	1	1	0
Zm00001d018796	0	0	0
Zm00001d028384	0	0	0
Zm00001d015932	0	0	0
Zm00001d020838	1	0	0
Zm00001d049455	0	0	0
Zm00001d011122	0	0	0
Zm00001d012878	0	0	0
Zm00001d018639	0	0	0
Zm00001d010251	0	0	0
Zm00001d012092	0	0	0
Zm00001d027468	0	0	0
Zm00001d048442	0	0	0
Zm00001d010056	0	0	0
Zm00001d035561	0	0	0
Zm00001d052533	0	0	0
Zm00001d047797	0	0	0
Zm00001d031120	0	0	0
Zm00001d043655	0	0	0
Zm00001d034072	0	0	0
Zm00001d025689	0	0	0
Zm00001d034018	0	0	0
Zm00001d014377	0	0	0
Zm00001d026578	0	0	0
Zm00001d049759	0	0	0
Zm00001d038840	0	0	0
Zm00001d018389	0	0	0
Zm00001d018961	0	0	0
Zm00001d046700	0	0	0
Zm00001d020902	0	0	0
Zm00001d017704	0	0	0
Zm00001d028464	0	0	0
Zm00001d018523	0	0	0
Zm00001d031937	0	0	0
Zm00001d006461	1	0	0
Zm00001d043903	0	0	0
Zm00001d024274	0	0	0
Zm00001d012559	0	0	0
Zm00001d046599	0	0	0
Zm00001d048358	0	0	0
Zm00001d014493	0	0	0
Zm00001d054107	0	0	0
Zm00001d039211	0	0	0
Zm00001d037267	0	0	0
Zm00001d038290	0	0	0
Zm00001d013751	0	0	0
Zm00001d009940	0	0	0
Zm00001d044570	0	0	0
Zm00001d051998	0	0	0
Zm00001d044600	0	0	0
Zm00001d034194	0	0	0
Zm00001d019106	0	0	0
Zm00001d051157	0	0	0
Zm00001d049500	0	0	0
Zm00001d028398	0	0	0
Zm00001d017847	0	0	0
Zm00001d006439	0	0	0
Zm00001d002936	0	0	0
Zm00001d024251	0	0	0
Zm00001d028593	0	0	0
Zm00001d022308	0	0	0
Zm00001d033447	0	0	0
Zm00001d030895	0	0	0
Zm00001d031619	0	0	0
Zm00001d014888	0	0	0
Zm00001d019277	0	0	0
Zm00001d048096	0	0	0
Zm00001d053636	0	0	0
Zm00001d023779	0	0	0
Zm00001d037505	0	0	0
Zm00001d035762	0	0	0
Zm00001d004841	1	0	0
Zm00001d012160	0	0	0
Zm00001d027266	0	0	0
Zm00001d039096	0	0	0
Zm00001d036782	0	0	0
Zm00001d025801	0	0	0
Zm00001d047558	0	0	0
Zm00001d011984	0	0	0
Zm00001d052468	0	0	0
Zm00001d052075	0	0	0
Zm00001d018183	0	0	0
Zm00001d049038	0	0	0
Zm00001d025185	1	0	0
Zm00001d002259	0	0	0
Zm00001d027318	0	0	0
Zm00001d050616	0	0	0
Zm00001d014937	0	0	0
Zm00001d025658	0	0	0
Zm00001d039653	0	0	0
Zm00001d040123	0	0	0
Zm00001d007153	0	0	0
Zm00001d023391	0	0	0
Zm00001d041911	0	0	0
Zm00001d028010	0	0	0
Zm00001d026363	0	0	0
Zm00001d002246	0	0	0
Zm00001d008388	0	0	0
Zm00001d031660	0	0	0
Zm00001d034429	0	0	0
Zm00001d011255	0	0	0
Zm00001d033303	0	0	0
Zm00001d041569	0	0	0
Zm00001d047204	0	0	0
Zm00001d036480	0	0	0
Zm00001d052993	0	0	0
Zm00001d011180	0	0	0
Zm00001d012845	0	0	0
Zm00001d027580	0	0	0
Zm00001d050822	0	0	0
Zm00001d050874	1	1	0
Zm00001d025913	1	1	0
Zm00001d013505	0	1	0
Zm00001d042654	0	1	0
Zm00001d040768	1	1	0
Zm00001d011150	0	1	0
Zm00001d045825	1	1	0
Zm00001d045268	0	1	0
Zm00001d051016	0	1	0
Zm00001d017914	1	1	0
Zm00001d043330	1	1	0
Zm00001d053881	0	0	0
Zm00001d048119	0	0	0
Zm00001d052595	0	0	0
Zm00001d017193	1	0	0
Zm00001d039994	0	0	0
Zm00001d043524	0	0	0
Zm00001d030968	0	0	0
Zm00001d017239	1	0	0
Zm00001d013056	0	0	0
Zm00001d036131	0	0	0
Zm00001d041186	0	0	0
Zm00001d010575	1	0	0
Zm00001d048616	0	0	0
Zm00001d012853	1	0	0
Zm00001d053754	0	0	0
Zm00001d005766	0	0	0
Zm00001d023529	0	0	0
Zm00001d052282	0	0	0
Zm00001d008594	1	0	0
Zm00001d017274	0	0	0
Zm00001d013219	1	0	0
Zm00001d022585	0	0	0
Zm00001d014355	0	0	0
Zm00001d016199	0	0	0
Zm00001d022498	1	0	0
Zm00001d049230	0	0	0
Zm00001d049006	0	0	0
Zm00001d013035	0	0	0
Zm00001d010910	0	0	0
Zm00001d030579	0	0	0
Zm00001d037984	0	0	0
Zm00001d040446	0	0	0
Zm00001d014112	0	0	0
Zm00001d012052	0	0	0
Zm00001d041785	0	0	0
Zm00001d010919	0	0	0
Zm00001d044127	1	0	0
Zm00001d006512	0	0	0
Zm00001d018409	0	0	0
Zm00001d002601	0	0	0
Zm00001d024522	0	0	0
Zm00001d033932	0	0	0
Zm00001d027680	1	0	0
Zm00001d006388	0	0	0
Zm00001d000102	0	0	0
Zm00001d034372	0	0	0
Zm00001d038922	0	0	0
Zm00001d045251	0	0	0
Zm00001d020636	0	0	0
Zm00001d040422	0	0	0
Zm00001d048199	0	0	0
Zm00001d012081	0	0	0
Zm00001d024573	1	0	0
Zm00001d049326	0	0	0
Zm00001d038318	1	0	0
Zm00001d021707	0	0	0
Zm00001d018040	0	0	0
Zm00001d044759	0	0	0
Zm00001d014887	0	0	0
Zm00001d030061	0	0	0
Zm00001d030223	0	0	0
Zm00001d023371	0	0	0
Zm00001d034245	0	0	0
Zm00001d009436	0	0	0
Zm00001d051885	0	0	0
Zm00001d013317	0	0	0
Zm00001d043625	0	0	0
Zm00001d044533	0	0	0
Zm00001d013432	0	0	0
Zm00001d032950	0	0	0
Zm00001d045139	0	0	0
Zm00001d041692	0	0	0
Zm00001d044433	0	0	0
Zm00001d038754	0	0	0
Zm00001d006168	0	0	0
Zm00001d017601	0	0	0
Zm00001d047835	0	0	0
Zm00001d006651	0	0	0
Zm00001d010491	0	0	0
Zm00001d024767	0	0	0
Zm00001d033612	0	0	0
Zm00001d017956	0	0	0
Zm00001d026675	0	0	0
Zm00001d021138	0	0	0
Zm00001d026211	0	0	0
Zm00001d031941	0	0	0
Zm00001d034522	0	0	0
Zm00001d047540	0	0	0
Zm00001d011334	0	0	0
Zm00001d009866	0	0	0
Zm00001d026359	0	0	0
Zm00001d042018	0	0	0
Zm00001d037859	0	0	0
Zm00001d015226	0	0	0
Zm00001d049409	0	0	0
Zm00001d002537	0	0	0
Zm00001d054070	0	0	0
Zm00001d027728	0	0	0
Zm00001d029044	0	0	0
Zm00001d007075	0	0	0
Zm00001d025753	0	0	0
Zm00001d053982	0	0	0
Zm00001d026463	0	0	0
Zm00001d006011	0	0	0
Zm00001d025784	0	0	0
Zm00001d027500	0	0	0
Zm00001d017915	0	0	0
Zm00001d053560	0	0	0
Zm00001d035695	0	0	0
Zm00001d037108	0	0	0
Zm00001d011167	1	0	0
Zm00001d017250	1	0	0
Zm00001d045104	0	0	0
Zm00001d049480	0	0	0
Zm00001d039664	0	0	0
Zm00001d033744	0	0	0
Zm00001d006070	0	0	0
Zm00001d050256	0	0	0
Zm00001d044042	0	0	0
Zm00001d014772	0	0	0
Zm00001d035337	0	0	0
Zm00001d011384	0	0	0
Zm00001d017258	0	0	0
Zm00001d043254	0	0	0
Zm00001d047906	0	0	0
Zm00001d026636	0	0	0
Zm00001d039816	0	0	0
Zm00001d041474	0	0	0
Zm00001d014749	0	0	0
Zm00001d007094	0	0	0
Zm00001d012476	0	0	0
Zm00001d047534	0	0	0
Zm00001d053936	0	0	0
Zm00001d006323	0	1	0
Zm00001d032748	0	1	0
Zm00001d047472	1	1	0
Zm00001d046890	1	1	0
Zm00001d029380	1	1	0
Zm00001d000202	1	1	0
Zm00001d031939	0	1	0
Zm00001d006499	1	1	0
Zm00001d034399	0	1	0
Zm00001d027326	1	1	0
Zm00001d036878	1	1	0
Zm00001d021365	1	1	0
Zm00001d033985	0	1	0
Zm00001d045213	1	1	0
Zm00001d016439	0	1	0
Zm00001d016149	1	0	0
Zm00001d053635	0	0	0
Zm00001d034059	0	0	0
Zm00001d038984	0	0	0
Zm00001d022462	1	0	0
Zm00001d020432	0	0	0
Zm00001d050960	1	0	0
Zm00001d006921	1	0	0
Zm00001d002027	1	0	0
Zm00001d017146	0	0	0
Zm00001d031703	0	0	0
Zm00001d041456	0	0	0
Zm00001d041191	0	0	0
Zm00001d051906	1	0	0
Zm00001d000432	0	0	0
Zm00001d046995	0	0	0
Zm00001d035304	0	0	0
Zm00001d038905	0	0	0
Zm00001d006455	0	0	0
Zm00001d002395	0	0	0
Zm00001d015788	0	0	0
Zm00001d013405	0	0	0
Zm00001d022512	0	0	0
Zm00001d048040	0	0	0
Zm00001d028612	0	0	0
Zm00001d002029	0	0	0
Zm00001d016034	0	0	0
Zm00001d038147	0	0	0
Zm00001d014812	0	0	0
Zm00001d038223	0	0	0
Zm00001d041568	0	0	0
Zm00001d015208	0	0	0
Zm00001d051337	0	0	0
Zm00001d039821	0	0	0
Zm00001d025268	0	0	0
Zm00001d028804	1	0	0
Zm00001d035898	0	0	0
Zm00001d049416	0	0	0
Zm00001d005023	1	0	0
Zm00001d006607	0	0	0
Zm00001d035669	0	0	0
Zm00001d005205	0	0	0
Zm00001d028260	0	0	0
Zm00001d018090	0	0	0
Zm00001d016793	0	0	0
Zm00001d017522	0	0	0
Zm00001d040567	0	0	0
Zm00001d050218	0	0	0
Zm00001d012597	0	0	0
Zm00001d021973	0	0	0
Zm00001d049234	0	0	0
Zm00001d048899	1	0	0
Zm00001d007758	0	0	0
Zm00001d047600	0	0	0
Zm00001d051838	0	0	0
Zm00001d053102	0	0	0
Zm00001d037122	0	0	0
Zm00001d040508	0	0	0
Zm00001d053090	0	0	0
Zm00001d020727	0	0	0
Zm00001d013543	0	0	0
Zm00001d038208	1	0	0
Zm00001d026311	0	0	0
Zm00001d046444	0	0	0
Zm00001d052329	0	0	0
Zm00001d025657	0	0	0
Zm00001d038382	0	0	0
Zm00001d024212	0	0	0
Zm00001d037463	0	0	0
Zm00001d010421	0	0	0
Zm00001d024048	0	0	0
Zm00001d008245	0	0	0
Zm00001d020486	0	0	0
Zm00001d037636	0	0	0
Zm00001d003006	0	0	0
Zm00001d010835	0	0	0
Zm00001d047253	0	0	0
Zm00001d048908	0	0	0
Zm00001d011588	0	0	0
Zm00001d035551	0	0	0
Zm00001d053632	0	0	0
Zm00001d040164	0	0	0
Zm00001d029084	0	0	0
Zm00001d012306	0	0	0
Zm00001d032186	0	0	0
Zm00001d013375	0	0	0
Zm00001d050584	0	0	0
Zm00001d050501	0	0	0
Zm00001d039144	0	0	0
Zm00001d017360	0	0	0
Zm00001d021802	0	0	0
Zm00001d002475	0	0	0
Zm00001d039043	0	0	0
Zm00001d048705	0	0	0
Zm00001d034885	0	0	0
Zm00001d035087	0	0	0
Zm00001d025235	0	0	0
Zm00001d019186	0	0	0
Zm00001d009695	1	0	0
Zm00001d029714	0	0	0
Zm00001d030725	0	0	0
Zm00001d020419	0	0	0
Zm00001d031636	0	0	0
Zm00001d018755	0	0	0
Zm00001d002391	0	0	0
Zm00001d045478	0	0	0
Zm00001d012827	0	0	0
Zm00001d014258	0	0	0
Zm00001d012044	0	0	0
Zm00001d025362	0	0	0
Zm00001d043959	0	0	0
Zm00001d021261	0	0	0
Zm00001d053873	0	0	0
Zm00001d044110	0	0	0
Zm00001d017070	0	0	0
Zm00001d027444	0	0	0
Zm00001d009870	0	0	0
Zm00001d033386	0	0	0
Zm00001d050755	0	0	0
Zm00001d049558	0	0	0
Zm00001d013642	0	0	0
Zm00001d042590	0	0	0
Zm00001d030627	0	0	0
Zm00001d014972	0	0	0
Zm00001d028918	0	0	0
Zm00001d008287	0	0	0
Zm00001d021512	0	0	0
Zm00001d050395	0	0	0
Zm00001d028773	0	0	0
Zm00001d022224	0	0	0
Zm00001d032449	0	0	0
Zm00001d027962	0	0	0
Zm00001d040026	0	0	0
Zm00001d029050	0	0	0
Zm00001d034893	0	0	0
Zm00001d013188	0	0	0
Zm00001d021046	0	0	0
Zm00001d028555	0	0	0
Zm00001d002082	1	1	0
Zm00001d039306	1	1	0
Zm00001d028039	1	1	0
Zm00001d007960	1	1	0
Zm00001d030011	0	1	0
Zm00001d019041	0	1	0
Zm00001d050100	1	1	0
Zm00001d044193	1	1	0
Zm00001d047787	0	1	0
Zm00001d049656	0	1	0
Zm00001d027295	1	1	0
Zm00001d053841	0	1	0
Zm00001d006100	0	1	0
Zm00001d025107	0	1	0
Zm00001d053007	0	0	0
Zm00001d043827	1	0	0
Zm00001d037867	0	0	0
Zm00001d008847	0	0	0
Zm00001d042398	0	0	0
Zm00001d012423	0	0	0
Zm00001d034858	1	0	0
Zm00001d034313	0	0	0
Zm00001d003672	0	0	0
Zm00001d040689	0	0	0
Zm00001d018534	0	0	0
Zm00001d003659	0	0	0
Zm00001d006657	0	0	0
Zm00001d048271	0	0	0
Zm00001d007267	0	0	0
Zm00001d052748	1	0	0
Zm00001d053610	0	0	0
Zm00001d049552	0	0	0
Zm00001d039007	0	0	0
Zm00001d042040	0	0	0
Zm00001d044979	0	0	0
Zm00001d030148	0	0	0
Zm00001d044664	0	0	0
Zm00001d030691	0	0	0
Zm00001d028597	0	0	0
Zm00001d043195	0	0	0
Zm00001d050300	0	0	0
Zm00001d010443	0	0	0
Zm00001d022516	0	0	0
Zm00001d014844	0	0	0
Zm00001d024588	0	0	0
Zm00001d005269	0	0	0
Zm00001d016549	0	0	0
Zm00001d012633	0	0	0
Zm00001d049133	0	0	0
Zm00001d019317	0	0	0
Zm00001d003464	0	0	0
Zm00001d039005	0	0	0
Zm00001d010958	0	0	0
Zm00001d042193	0	0	0
Zm00001d003813	1	0	0
Zm00001d012556	0	0	0
Zm00001d022388	0	0	0
Zm00001d007940	0	0	0
Zm00001d048065	0	0	0
Zm00001d008379	0	0	0
Zm00001d047911	0	0	0
Zm00001d050258	0	0	0
Zm00001d024675	0	0	0
Zm00001d015765	0	0	0
Zm00001d036648	0	0	0
Zm00001d010047	0	0	0
Zm00001d038340	0	0	0
Zm00001d052336	0	0	0
Zm00001d043525	0	0	0
Zm00001d039693	0	0	0
Zm00001d004036	0	0	0
Zm00001d049597	0	0	0
Zm00001d025062	0	0	0
Zm00001d046838	0	0	0
Zm00001d048877	0	0	0
Zm00001d022466	0	0	0
Zm00001d028998	0	0	0
Zm00001d041173	0	0	0
Zm00001d002919	0	0	0
Zm00001d039079	0	0	0
Zm00001d005312	0	0	0
Zm00001d021400	0	0	0
Zm00001d013812	0	0	0
Zm00001d028429	0	0	0
Zm00001d029195	0	0	0
Zm00001d034638	0	0	0
Zm00001d003493	0	0	0
Zm00001d013456	0	0	0
Zm00001d010954	0	0	0
Zm00001d028359	0	0	0
Zm00001d012599	0	0	0
Zm00001d052078	0	0	0
Zm00001d050737	0	0	0
Zm00001d027896	0	0	0
Zm00001d033511	0	0	0
Zm00001d024379	0	0	0
Zm00001d005135	0	0	0
Zm00001d022141	0	0	0
Zm00001d002019	0	0	0
Zm00001d049222	0	0	0
Zm00001d047464	0	0	0
Zm00001d031651	0	0	0
Zm00001d007422	0	0	0
Zm00001d005817	0	0	0
Zm00001d008997	0	0	0
Zm00001d009640	0	0	0
Zm00001d042884	0	0	0
Zm00001d038489	0	0	0
Zm00001d033799	0	0	0
Zm00001d045450	0	0	0
Zm00001d018450	0	0	0
Zm00001d017526	0	0	0
Zm00001d031847	0	0	0
Zm00001d009127	0	0	0
Zm00001d052224	0	0	0
Zm00001d023582	0	0	0
Zm00001d005542	0	0	0
Zm00001d036440	0	0	0
Zm00001d003948	0	0	0
Zm00001d032694	0	0	0
Zm00001d045482	0	0	0
Zm00001d043861	0	0	0
Zm00001d047965	0	0	0
Zm00001d017848	0	0	0
Zm00001d006220	0	0	0
Zm00001d017877	0	0	0
Zm00001d053609	0	0	0
Zm00001d011581	0	0	0
Zm00001d015205	0	0	0
Zm00001d048585	0	0	0
Zm00001d005538	0	0	0
Zm00001d014897	0	0	0
Zm00001d047828	0	0	0
Zm00001d040399	0	0	0
Zm00001d014575	0	0	0
Zm00001d013259	0	0	0
Zm00001d044432	0	0	0
Zm00001d030116	0	0	0
Zm00001d049712	0	0	0
Zm00001d025720	0	0	0
Zm00001d042618	0	0	0
Zm00001d028088	0	0	0
Zm00001d044757	0	0	0
Zm00001d038685	0	0	0
Zm00001d043684	0	0	0
Zm00001d009488	0	0	0
Zm00001d026160	0	0	0
Zm00001d003855	0	0	0
Zm00001d043809	0	0	0
Zm00001d052101	0	0	0
Zm00001d033211	0	0	0
Zm00001d047426	0	0	0
Zm00001d035722	0	0	0
Zm00001d019824	0	0	0
Zm00001d019467	0	0	0
Zm00001d035974	0	0	0
Zm00001d047536	0	0	0
Zm00001d018341	0	0	0
