Gene	Co-expression	Co-translation	Interactome
Zm00001d050608	0	0	0
Zm00001d028086	0	0	0
Zm00001d020053	0	0	0
Zm00001d037613	0	0	0
Zm00001d004410	0	0	0
Zm00001d047449	0	0	0
Zm00001d038330	0	0	0
Zm00001d030727	0	0	0
Zm00001d024516	0	0	0
Zm00001d017347	0	0	0
Zm00001d050199	1	0	0
Zm00001d028779	0	0	0
Zm00001d048930	0	0	0
Zm00001d008282	0	0	0
Zm00001d013047	0	0	0
Zm00001d022387	0	0	0
Zm00001d043094	0	0	0
Zm00001d042264	0	0	0
Zm00001d016566	0	0	0
Zm00001d028925	0	0	0
Zm00001d034675	0	0	0
Zm00001d013470	0	0	0
Zm00001d017352	0	0	0
Zm00001d039173	0	0	0
Zm00001d020364	0	0	0
Zm00001d027699	0	0	0
Zm00001d018141	1	1	0
Zm00001d039718	1	1	0
Zm00001d021898	1	1	0
Zm00001d040429	0	1	0
Zm00001d033905	1	1	0
Zm00001d041719	0	1	0
Zm00001d012718	1	1	0
Zm00001d047766	0	1	0
Zm00001d003322	1	1	0
Zm00001d038302	0	1	0
Zm00001d010220	1	1	0
Zm00001d003427	1	1	0
Zm00001d000143	0	1	0
Zm00001d036630	0	1	0
Zm00001d034856	0	1	0
Zm00001d016802	0	1	0
Zm00001d045725	1	1	0
Zm00001d027231	1	1	0
Zm00001d027633	0	1	0
Zm00001d015314	0	1	0
Zm00001d049800	1	1	0
Zm00001d004153	1	1	0
Zm00001d027342	0	1	0
Zm00001d011138	0	0	0
Zm00001d007597	0	0	0
Zm00001d003242	0	0	0
Zm00001d005179	1	0	0
Zm00001d021810	0	0	0
Zm00001d053286	1	0	0
Zm00001d050928	0	0	0
Zm00001d024523	0	0	0
Zm00001d053813	0	0	0
Zm00001d037010	0	0	0
Zm00001d040276	1	0	0
Zm00001d027392	0	0	0
Zm00001d032266	0	0	0
Zm00001d010500	0	0	0
Zm00001d019950	1	0	0
Zm00001d028695	0	0	0
Zm00001d026291	0	0	0
Zm00001d009762	0	0	0
Zm00001d026397	0	0	0
Zm00001d043666	0	0	0
Zm00001d049046	0	0	0
Zm00001d008228	0	0	0
Zm00001d017939	0	0	0
Zm00001d008800	0	0	0
Zm00001d051080	0	0	0
Zm00001d018911	1	0	0
Zm00001d001803	0	0	0
Zm00001d053738	1	0	0
Zm00001d015366	0	0	0
Zm00001d030739	0	0	0
Zm00001d020975	1	0	0
Zm00001d011855	0	0	0
Zm00001d047481	0	0	0
Zm00001d005892	0	0	0
Zm00001d012439	0	0	0
Zm00001d053616	0	0	0
Zm00001d007810	0	0	0
Zm00001d023309	0	0	0
Zm00001d051183	0	0	0
Zm00001d017251	0	0	0
Zm00001d027278	0	0	0
Zm00001d039518	0	0	0
Zm00001d019130	0	0	0
Zm00001d025048	0	0	0
Zm00001d024839	0	0	0
Zm00001d029918	0	0	0
Zm00001d029173	0	0	0
Zm00001d053919	0	0	0
Zm00001d006570	0	0	0
Zm00001d014280	0	0	0
Zm00001d023267	0	0	0
Zm00001d008788	0	0	0
Zm00001d041455	0	0	0
Zm00001d008233	0	0	0
Zm00001d005789	0	0	0
Zm00001d033559	0	0	0
Zm00001d048127	0	0	0
Zm00001d000399	0	0	0
Zm00001d038689	0	0	0
Zm00001d041214	0	0	0
Zm00001d041620	0	0	0
Zm00001d043414	0	0	0
Zm00001d002004	1	0	0
Zm00001d027965	0	0	0
Zm00001d022316	0	0	0
Zm00001d003504	0	0	0
Zm00001d037620	0	0	0
Zm00001d042285	0	0	0
Zm00001d040084	0	0	0
Zm00001d038944	0	0	0
Zm00001d050823	0	0	0
Zm00001d026351	0	0	0
Zm00001d009700	0	0	0
Zm00001d033556	0	0	0
Zm00001d022558	0	0	0
Zm00001d047522	0	0	0
Zm00001d046221	0	0	0
Zm00001d020137	0	0	0
Zm00001d052943	0	0	0
Zm00001d021554	0	0	0
Zm00001d008200	0	0	0
Zm00001d050921	0	0	0
Zm00001d048497	0	0	0
Zm00001d054089	0	0	0
Zm00001d006410	1	0	0
Zm00001d012776	0	0	0
Zm00001d005107	0	0	0
Zm00001d025239	0	0	0
Zm00001d043950	0	0	0
Zm00001d010724	0	0	0
Zm00001d038648	0	0	0
Zm00001d027359	0	0	0
Zm00001d046005	0	0	0
Zm00001d014124	0	0	0
Zm00001d013471	0	0	0
Zm00001d016704	0	0	0
Zm00001d025892	0	0	0
Zm00001d003477	0	0	0
Zm00001d028205	0	0	0
Zm00001d049723	1	0	0
Zm00001d017564	0	0	0
Zm00001d030091	0	0	0
Zm00001d029376	0	0	0
Zm00001d018497	0	0	0
Zm00001d014093	0	0	0
Zm00001d006750	0	0	0
Zm00001d013863	0	0	0
Zm00001d030317	0	0	0
Zm00001d006107	0	0	0
Zm00001d004669	0	0	0
Zm00001d002275	0	0	0
Zm00001d046961	0	0	0
Zm00001d014890	0	0	0
Zm00001d024292	0	0	0
Zm00001d042641	0	0	0
Zm00001d021332	0	0	0
Zm00001d050032	0	0	0
Zm00001d053862	0	0	0
Zm00001d003654	0	0	0
Zm00001d014903	0	0	0
Zm00001d041416	0	0	0
Zm00001d035776	0	0	0
Zm00001d022108	0	0	0
Zm00001d033895	0	0	0
Zm00001d052153	0	0	0
Zm00001d039330	0	0	0
Zm00001d034049	0	0	0
Zm00001d043296	0	0	0
Zm00001d032875	0	0	0
Zm00001d052239	0	0	0
Zm00001d037985	0	0	0
Zm00001d017977	0	0	0
Zm00001d019507	0	0	0
Zm00001d004033	0	0	0
Zm00001d044290	0	0	0
Zm00001d032571	0	0	0
Zm00001d035000	0	0	0
Zm00001d026412	0	0	0
Zm00001d037544	0	0	0
Zm00001d052186	0	0	0
Zm00001d026458	0	0	0
Zm00001d002334	0	0	0
Zm00001d008984	0	0	0
Zm00001d034492	0	0	0
Zm00001d008257	0	0	0
Zm00001d008284	0	0	0
Zm00001d013839	0	0	0
Zm00001d042272	0	0	0
Zm00001d024998	0	0	0
Zm00001d042133	0	0	0
Zm00001d005146	0	0	0
Zm00001d007270	0	0	0
Zm00001d022541	1	0	0
Zm00001d012729	0	0	0
Zm00001d054005	0	0	0
Zm00001d007436	0	0	0
Zm00001d049553	0	0	0
Zm00001d020020	0	0	0
Zm00001d022604	0	0	0
Zm00001d030760	0	0	0
Zm00001d019836	0	0	0
Zm00001d021584	0	0	0
Zm00001d007154	0	0	0
Zm00001d002085	0	0	0
Zm00001d028511	0	0	0
Zm00001d044614	0	0	0
Zm00001d002859	0	0	0
Zm00001d035503	1	0	0
Zm00001d003685	1	0	0
Zm00001d002450	0	0	0
Zm00001d005791	0	0	0
Zm00001d037971	0	0	0
Zm00001d041612	0	0	0
Zm00001d053731	0	0	0
Zm00001d004006	0	0	0
Zm00001d028733	0	0	0
Zm00001d026547	0	0	0
Zm00001d026588	0	0	0
Zm00001d024996	0	0	0
Zm00001d003896	0	0	0
Zm00001d010638	0	0	0
Zm00001d022631	0	0	0
Zm00001d034490	0	0	0
Zm00001d034793	0	0	0
Zm00001d045928	0	0	0
Zm00001d045706	0	0	0
Zm00001d049632	0	0	0
Zm00001d004169	0	0	0
Zm00001d018318	0	0	0
Zm00001d031338	0	0	0
Zm00001d049571	0	0	0
Zm00001d025992	0	0	0
Zm00001d039001	0	0	0
Zm00001d044982	0	0	0
Zm00001d038139	0	0	0
Zm00001d041161	0	0	0
Zm00001d006562	0	0	0
Zm00001d029361	0	0	0
Zm00001d028053	0	0	0
Zm00001d038845	0	0	0
Zm00001d024933	0	0	0
Zm00001d044581	1	1	0
Zm00001d039214	1	1	0
Zm00001d029144	1	1	0
Zm00001d030940	1	1	0
Zm00001d051950	1	1	0
Zm00001d052948	1	1	0
Zm00001d023692	1	1	0
Zm00001d042468	1	1	0
Zm00001d014988	1	1	0
Zm00001d045192	0	1	0
Zm00001d007508	1	1	0
Zm00001d048491	1	1	0
Zm00001d046596	0	1	0
Zm00001d014814	1	1	0
Zm00001d003872	1	1	0
Zm00001d029203	0	1	0
Zm00001d025182	1	1	0
Zm00001d041606	1	1	0
Zm00001d013443	0	1	0
Zm00001d032621	1	1	0
Zm00001d046170	0	1	0
Zm00001d017117	0	1	0
Zm00001d033719	0	1	0
Zm00001d026655	1	1	0
Zm00001d018197	0	1	0
Zm00001d038047	0	1	0
Zm00001d053798	0	1	0
Zm00001d003730	1	1	0
Zm00001d033309	0	1	0
Zm00001d039900	0	1	0
Zm00001d038961	0	0	0
Zm00001d021511	0	0	0
Zm00001d030366	0	0	0
Zm00001d049680	1	0	0
Zm00001d007807	0	0	0
Zm00001d018531	1	0	0
Zm00001d036328	0	0	0
Zm00001d030907	1	0	0
Zm00001d006547	0	0	0
Zm00001d027288	0	0	0
Zm00001d002373	0	0	0
Zm00001d043955	0	0	0
Zm00001d015168	0	0	0
Zm00001d026148	0	0	0
Zm00001d021522	1	0	0
Zm00001d045458	0	0	0
Zm00001d018794	0	0	0
Zm00001d008256	0	0	0
Zm00001d043224	0	0	0
Zm00001d036406	0	0	0
Zm00001d015260	0	0	0
Zm00001d034865	0	0	0
Zm00001d032760	0	0	0
Zm00001d038914	1	0	0
Zm00001d047897	0	0	0
Zm00001d043410	0	0	0
Zm00001d029048	0	0	0
Zm00001d005895	0	0	0
Zm00001d004220	0	0	0
Zm00001d004933	0	0	0
Zm00001d033136	0	0	0
Zm00001d029138	0	0	0
Zm00001d029065	0	0	0
Zm00001d051362	0	0	0
Zm00001d009603	0	0	0
Zm00001d026452	0	0	0
Zm00001d019260	0	0	0
Zm00001d035552	0	0	0
Zm00001d008929	0	0	0
Zm00001d039255	0	0	0
Zm00001d010341	0	0	0
Zm00001d026490	0	0	0
Zm00001d035915	0	0	0
Zm00001d051754	0	0	0
Zm00001d045729	0	0	0
Zm00001d038358	0	0	0
Zm00001d044222	0	0	0
Zm00001d012503	0	0	0
Zm00001d020312	1	0	0
Zm00001d022274	0	0	0
Zm00001d047667	0	0	0
Zm00001d043601	0	0	0
Zm00001d011765	1	0	0
Zm00001d030149	0	0	0
Zm00001d011891	0	0	0
Zm00001d011970	1	0	0
Zm00001d052230	0	0	0
Zm00001d002283	0	0	0
Zm00001d015020	1	0	0
Zm00001d022435	0	0	0
Zm00001d008294	0	0	0
Zm00001d045459	0	0	0
Zm00001d037858	0	0	0
Zm00001d016401	0	0	0
Zm00001d039776	0	0	0
Zm00001d012329	0	0	0
Zm00001d024141	0	0	0
Zm00001d037547	0	0	0
Zm00001d013067	0	0	0
Zm00001d053620	0	0	0
Zm00001d002704	0	0	0
Zm00001d053067	0	0	0
Zm00001d046968	0	0	0
Zm00001d008567	0	0	0
Zm00001d028550	0	0	0
Zm00001d052893	0	0	0
Zm00001d022569	0	0	0
Zm00001d045675	0	0	0
Zm00001d039762	0	0	0
Zm00001d043312	0	0	0
Zm00001d044653	0	0	0
Zm00001d044446	0	0	0
Zm00001d024800	0	0	0
Zm00001d028631	0	0	0
Zm00001d042184	0	0	0
Zm00001d050897	0	0	0
Zm00001d009967	0	0	0
Zm00001d021050	0	0	0
Zm00001d025675	0	0	0
Zm00001d006030	0	0	0
Zm00001d012661	0	0	0
Zm00001d026662	0	0	0
Zm00001d015566	0	0	0
Zm00001d014946	0	0	0
Zm00001d019397	0	0	0
Zm00001d046132	0	0	0
Zm00001d034364	0	0	0
Zm00001d017726	0	0	0
Zm00001d033753	0	0	0
Zm00001d044699	0	0	0
Zm00001d016731	0	0	0
Zm00001d019595	0	0	0
Zm00001d019472	0	0	0
Zm00001d036442	0	0	0
Zm00001d043841	0	0	0
Zm00001d052308	0	0	0
Zm00001d026362	0	0	0
Zm00001d013222	0	0	0
Zm00001d034139	0	0	0
Zm00001d015956	0	0	0
Zm00001d021301	0	0	0
Zm00001d034779	0	0	0
Zm00001d026698	0	0	0
Zm00001d039576	0	0	0
Zm00001d013330	0	0	0
Zm00001d026619	0	0	0
Zm00001d011412	0	0	0
Zm00001d040341	0	0	0
Zm00001d039183	0	0	0
Zm00001d035789	0	0	0
Zm00001d013699	0	0	0
Zm00001d013076	0	0	0
Zm00001d045043	0	0	0
Zm00001d042061	0	0	0
Zm00001d029859	0	0	0
Zm00001d013411	0	0	0
Zm00001d032280	0	0	0
Zm00001d034755	0	0	0
Zm00001d009125	0	0	0
Zm00001d033945	0	0	0
Zm00001d010244	0	0	0
Zm00001d001909	0	0	0
Zm00001d051790	0	0	0
Zm00001d052273	0	0	0
Zm00001d003222	0	0	0
Zm00001d050191	0	0	0
Zm00001d039395	0	0	0
Zm00001d018246	0	0	0
Zm00001d053009	0	0	0
Zm00001d002065	0	0	0
Zm00001d002828	0	0	0
Zm00001d001789	0	0	0
Zm00001d016963	0	0	0
Zm00001d004543	0	0	0
Zm00001d039908	0	0	0
Zm00001d031525	0	0	0
Zm00001d017945	0	0	0
Zm00001d044754	0	0	0
Zm00001d042615	0	0	0
Zm00001d039495	0	0	0
Zm00001d028662	0	0	0
Zm00001d044103	0	0	0
Zm00001d002521	0	0	0
Zm00001d023762	0	0	0
Zm00001d034027	0	0	0
Zm00001d038525	0	0	0
Zm00001d027624	0	0	0
Zm00001d013335	0	0	0
Zm00001d022395	0	0	0
Zm00001d005001	0	0	0
Zm00001d047639	0	0	0
Zm00001d010492	0	0	0
Zm00001d024787	0	0	0
Zm00001d022181	0	0	0
Zm00001d035558	0	0	0
Zm00001d015195	0	0	0
Zm00001d001966	0	0	0
Zm00001d029418	0	0	0
Zm00001d002051	0	0	0
Zm00001d048085	0	0	0
Zm00001d051672	0	0	0
Zm00001d009645	0	0	0
Zm00001d033054	0	0	0
Zm00001d053010	0	0	0
Zm00001d044121	0	0	0
Zm00001d039294	0	0	0
Zm00001d011700	0	0	0
Zm00001d023293	0	0	0
Zm00001d022172	0	0	0
Zm00001d014358	0	0	0
Zm00001d046255	0	0	0
Zm00001d008428	0	0	0
Zm00001d050401	0	0	0
Zm00001d021304	0	0	0
Zm00001d021225	0	0	0
Zm00001d040850	0	0	0
Zm00001d044650	0	0	0
Zm00001d014901	0	0	0
Zm00001d052436	0	0	0
Zm00001d017863	0	0	0
Zm00001d018060	0	0	0
Zm00001d040027	0	0	0
Zm00001d045544	0	0	0
Zm00001d013607	0	0	0
Zm00001d042058	0	0	0
Zm00001d035167	0	0	0
Zm00001d031436	0	0	0
Zm00001d026258	0	0	0
Zm00001d044503	0	0	0
Zm00001d005641	0	0	0
Zm00001d007179	0	0	0
Zm00001d029506	0	0	0
Zm00001d030620	0	0	0
Zm00001d052404	0	0	0
Zm00001d034531	0	0	0
Zm00001d016486	0	0	0
Zm00001d021015	0	0	0
Zm00001d042613	0	0	0
Zm00001d017905	0	0	0
Zm00001d045837	0	0	0
Zm00001d011224	1	0	0
Zm00001d010546	0	0	0
Zm00001d012301	0	0	0
Zm00001d035500	0	0	0
Zm00001d030014	0	0	0
Zm00001d047418	0	0	0
Zm00001d021943	0	0	0
Zm00001d024939	0	0	0
Zm00001d037599	0	0	0
Zm00001d004979	0	0	0
Zm00001d012564	0	0	0
Zm00001d051430	0	0	0
Zm00001d022445	0	0	0
Zm00001d005831	0	0	0
Zm00001d022418	0	0	0
Zm00001d052889	0	0	0
Zm00001d043963	0	0	0
Zm00001d038082	0	0	0
Zm00001d042450	0	0	0
Zm00001d052795	0	0	0
Zm00001d025757	0	0	0
Zm00001d016587	0	0	0
Zm00001d012420	0	0	0
Zm00001d047469	0	0	0
Zm00001d018432	0	0	0
Zm00001d038362	0	0	0
Zm00001d043432	0	0	0
Zm00001d006198	0	0	0
Zm00001d052098	0	0	0
Zm00001d048174	0	0	0
Zm00001d006771	0	0	0
Zm00001d053104	0	0	0
Zm00001d026429	0	0	0
Zm00001d043098	0	0	0
Zm00001d017384	0	0	0
Zm00001d027276	0	0	0
Zm00001d029811	0	0	0
Zm00001d047059	0	0	0
Zm00001d047401	0	0	0
Zm00001d048732	0	0	0
Zm00001d046476	0	0	0
Zm00001d023807	0	0	0
Zm00001d030573	0	0	0
Zm00001d013225	0	0	0
Zm00001d016365	0	0	0
Zm00001d019493	0	0	0
Zm00001d027851	0	0	0
Zm00001d007757	0	0	0
Zm00001d022148	0	0	0
Zm00001d034351	0	0	0
Zm00001d047770	0	0	0
Zm00001d050612	1	1	0
Zm00001d019423	1	1	0
Zm00001d050615	1	1	0
Zm00001d005168	1	1	0
Zm00001d047612	0	1	0
Zm00001d000005	1	1	0
Zm00001d033827	1	1	0
Zm00001d041714	1	1	0
Zm00001d026111	1	1	0
Zm00001d007145	1	1	0
Zm00001d014665	1	1	0
Zm00001d022028	0	1	0
Zm00001d045649	0	1	0
Zm00001d033745	0	1	0
Zm00001d008893	1	1	0
Zm00001d007500	0	1	0
Zm00001d051742	1	1	0
Zm00001d029263	1	1	0
Zm00001d020549	1	1	0
Zm00001d037720	1	1	0
Zm00001d043327	0	1	0
Zm00001d022038	1	1	0
Zm00001d026469	1	1	0
Zm00001d004956	1	1	0
Zm00001d013034	0	1	0
Zm00001d039258	0	1	0
Zm00001d015180	0	1	0
Zm00001d042049	0	1	0
Zm00001d002154	0	1	0
Zm00001d017711	0	1	0
Zm00001d018031	1	1	0
Zm00001d007824	0	1	0
Zm00001d022401	1	1	0
Zm00001d007465	0	1	0
Zm00001d045819	0	1	0
Zm00001d046967	0	1	0
Zm00001d047873	0	1	0
Zm00001d042697	0	1	0
Zm00001d025160	0	1	0
Zm00001d006663	0	1	0
Zm00001d018944	0	1	0
Zm00001d017833	0	1	0
Zm00001d048366	1	1	0
Zm00001d010043	1	1	0
Zm00001d004541	0	1	0
Zm00001d007677	0	1	0
Zm00001d035773	0	1	0
Zm00001d047713	0	0	0
Zm00001d022554	0	0	0
Zm00001d031050	0	0	0
Zm00001d004342	0	0	0
Zm00001d031269	1	0	0
Zm00001d023767	1	0	0
Zm00001d039425	0	0	0
Zm00001d050193	0	0	0
Zm00001d037115	0	0	0
Zm00001d039104	0	0	0
Zm00001d027841	0	0	0
Zm00001d011199	1	0	0
Zm00001d037513	0	0	0
Zm00001d048282	0	0	0
Zm00001d046971	0	0	0
Zm00001d034543	0	0	0
Zm00001d051543	0	0	0
Zm00001d039660	0	0	0
Zm00001d003162	0	0	0
Zm00001d012978	0	0	0
Zm00001d035761	0	0	0
Zm00001d013066	0	0	0
Zm00001d013778	0	0	0
Zm00001d033982	0	0	0
Zm00001d017588	0	0	0
Zm00001d018797	0	0	0
Zm00001d047462	0	0	0
Zm00001d004959	0	0	0
Zm00001d003380	0	0	0
Zm00001d021142	0	0	0
Zm00001d034422	0	0	0
Zm00001d012353	0	0	0
Zm00001d051556	0	0	0
Zm00001d041380	0	0	0
Zm00001d044771	0	0	0
Zm00001d014656	0	0	0
Zm00001d052622	0	0	0
Zm00001d013019	0	0	0
Zm00001d021835	0	0	0
Zm00001d010173	1	0	0
Zm00001d015526	0	0	0
Zm00001d034319	0	0	0
Zm00001d006057	0	0	0
Zm00001d016277	0	0	0
Zm00001d014926	0	0	0
Zm00001d023929	0	0	0
Zm00001d036055	0	0	0
Zm00001d038751	0	0	0
Zm00001d021023	0	0	0
Zm00001d016130	0	0	0
Zm00001d043413	1	0	0
Zm00001d015569	0	0	0
Zm00001d037105	0	0	0
Zm00001d005102	0	0	0
Zm00001d021906	0	0	0
Zm00001d048373	0	0	0
Zm00001d032127	0	0	0
Zm00001d004460	0	0	0
Zm00001d035157	0	0	0
Zm00001d043019	0	0	0
Zm00001d018243	0	0	0
Zm00001d018873	0	0	0
Zm00001d011102	0	0	0
Zm00001d031071	0	0	0
Zm00001d010880	0	0	0
Zm00001d039047	0	0	0
Zm00001d014082	0	0	0
Zm00001d017789	1	0	0
Zm00001d044525	0	0	0
Zm00001d042510	0	0	0
Zm00001d039944	0	0	0
Zm00001d031257	0	0	0
Zm00001d019039	0	0	0
Zm00001d016861	0	0	0
Zm00001d025846	0	0	0
Zm00001d028782	0	0	0
Zm00001d021908	0	0	0
Zm00001d026022	0	0	0
Zm00001d022016	0	0	0
Zm00001d007009	0	0	0
Zm00001d006551	0	0	0
Zm00001d029965	0	0	0
Zm00001d048364	0	0	0
Zm00001d022139	0	0	0
Zm00001d005248	0	0	0
Zm00001d008777	0	0	0
Zm00001d015259	0	0	0
Zm00001d021435	0	0	0
Zm00001d017702	0	0	0
Zm00001d051675	0	0	0
Zm00001d042027	0	0	0
Zm00001d034855	0	0	0
Zm00001d037111	0	0	0
Zm00001d045000	0	0	0
Zm00001d030953	0	0	0
Zm00001d002240	0	0	0
Zm00001d018598	0	0	0
Zm00001d012090	0	0	0
Zm00001d008791	0	0	0
Zm00001d006016	0	0	0
Zm00001d018413	0	0	0
Zm00001d035526	0	0	0
Zm00001d035947	0	0	0
Zm00001d013626	0	0	0
Zm00001d028915	0	0	0
Zm00001d001879	0	0	0
Zm00001d029356	0	0	0
Zm00001d018634	0	0	0
Zm00001d002615	0	0	0
Zm00001d021626	0	0	0
Zm00001d046492	0	0	0
Zm00001d029343	0	0	0
Zm00001d012748	0	0	0
Zm00001d034017	0	0	0
Zm00001d046740	0	0	0
Zm00001d018411	0	0	0
Zm00001d029525	0	0	0
Zm00001d051321	0	0	0
Zm00001d021621	0	0	0
Zm00001d006681	0	0	0
Zm00001d023732	0	0	0
Zm00001d035543	0	0	0
Zm00001d050182	1	0	0
Zm00001d008721	0	0	0
Zm00001d053547	0	0	0
Zm00001d007801	0	0	0
Zm00001d027366	0	0	0
Zm00001d027812	0	0	0
Zm00001d043837	0	0	0
Zm00001d018277	0	0	0
Zm00001d034485	0	0	0
Zm00001d003601	0	0	0
Zm00001d017351	0	0	0
Zm00001d042282	0	0	0
Zm00001d026036	0	0	0
Zm00001d002504	0	0	0
Zm00001d003014	1	0	0
Zm00001d025830	0	0	0
Zm00001d010380	0	0	0
Zm00001d045451	0	0	0
Zm00001d042116	0	0	0
Zm00001d011696	0	0	0
Zm00001d024804	0	0	0
Zm00001d021879	0	0	0
Zm00001d049717	0	0	0
Zm00001d022490	0	0	0
Zm00001d037748	0	0	0
Zm00001d033585	0	0	0
Zm00001d030774	0	0	0
Zm00001d013664	0	0	0
Zm00001d025100	0	0	0
Zm00001d020004	0	0	0
Zm00001d038432	0	0	0
Zm00001d011099	0	0	0
Zm00001d034621	0	0	0
Zm00001d022114	0	0	0
Zm00001d026326	0	0	0
Zm00001d049753	0	0	0
Zm00001d020283	0	0	0
Zm00001d045528	0	0	0
Zm00001d020038	0	0	0
Zm00001d003546	0	0	0
Zm00001d031963	0	0	0
Zm00001d042950	0	0	0
Zm00001d014809	0	0	0
Zm00001d031522	0	0	0
Zm00001d030079	0	0	0
Zm00001d021477	1	0	0
Zm00001d047283	0	0	0
Zm00001d027655	0	0	0
Zm00001d032279	0	0	0
Zm00001d021551	0	0	0
Zm00001d028481	0	0	0
Zm00001d016664	0	0	0
Zm00001d021737	0	0	0
Zm00001d009910	0	0	0
Zm00001d050131	0	0	0
Zm00001d043775	0	0	0
Zm00001d053425	0	0	0
Zm00001d025063	0	0	0
Zm00001d009990	0	0	0
Zm00001d042325	0	0	0
Zm00001d046568	0	0	0
Zm00001d001799	0	0	0
Zm00001d017331	0	0	0
Zm00001d044869	0	0	0
Zm00001d044043	0	0	0
Zm00001d051420	0	0	0
Zm00001d049881	0	0	0
Zm00001d052197	0	0	0
Zm00001d009431	0	0	0
Zm00001d018925	0	0	0
Zm00001d027541	0	0	0
Zm00001d044923	0	0	0
Zm00001d014679	0	0	0
Zm00001d004023	0	0	0
Zm00001d015389	0	0	0
Zm00001d021633	0	0	0
Zm00001d048133	0	0	0
Zm00001d041352	0	0	0
Zm00001d025711	0	0	0
Zm00001d032160	0	0	0
Zm00001d048520	0	0	0
Zm00001d037156	0	0	0
Zm00001d048769	0	0	0
Zm00001d038409	0	0	0
Zm00001d034598	0	0	0
Zm00001d053935	0	0	0
Zm00001d021607	0	0	0
Zm00001d022306	1	0	0
Zm00001d041593	0	0	0
Zm00001d018525	0	0	0
Zm00001d044510	0	0	0
Zm00001d024919	0	0	0
Zm00001d025267	0	0	0
Zm00001d042960	0	0	0
Zm00001d042569	0	0	0
Zm00001d040788	0	0	0
Zm00001d039663	0	0	0
Zm00001d013362	0	0	0
Zm00001d037401	0	0	0
Zm00001d042335	0	0	0
Zm00001d034887	0	0	0
Zm00001d021609	0	0	0
Zm00001d015962	0	0	0
Zm00001d033589	0	0	0
Zm00001d051678	0	0	0
Zm00001d048258	0	0	0
Zm00001d012645	0	0	0
Zm00001d015613	0	0	0
Zm00001d034166	0	0	0
Zm00001d003770	0	0	0
Zm00001d035505	0	0	0
Zm00001d031648	0	0	0
Zm00001d037774	0	0	0
Zm00001d031459	0	0	0
Zm00001d051588	0	0	0
Zm00001d000260	0	0	0
Zm00001d049984	0	0	0
Zm00001d052985	0	0	0
Zm00001d048702	0	0	0
Zm00001d018786	0	0	0
Zm00001d011478	0	0	0
Zm00001d015375	0	0	0
Zm00001d033549	0	0	0
Zm00001d029062	0	0	0
Zm00001d028999	0	0	0
Zm00001d049095	0	0	0
Zm00001d043301	0	0	0
Zm00001d003807	0	0	0
Zm00001d005394	0	0	0
Zm00001d028173	0	0	0
Zm00001d011673	0	0	0
Zm00001d024778	0	0	0
Zm00001d038880	0	0	0
Zm00001d007454	0	0	0
Zm00001d013154	0	0	0
Zm00001d021162	0	0	0
Zm00001d050942	0	0	0
Zm00001d016866	0	0	0
Zm00001d022125	0	0	0
Zm00001d002580	0	0	0
Zm00001d017096	0	0	0
Zm00001d017470	0	0	0
Zm00001d047054	0	0	0
Zm00001d011037	0	0	0
Zm00001d004785	0	0	0
Zm00001d051589	0	0	0
Zm00001d050434	0	0	0
Zm00001d020157	0	0	0
Zm00001d043067	0	0	0
Zm00001d028189	0	0	0
Zm00001d032520	0	0	0
Zm00001d002827	0	0	0
Zm00001d043981	0	0	0
Zm00001d027542	0	0	0
Zm00001d027734	0	0	0
Zm00001d044033	0	0	0
Zm00001d052113	0	0	0
Zm00001d027376	0	0	0
Zm00001d004821	0	0	0
Zm00001d012653	0	0	0
Zm00001d023510	0	0	0
Zm00001d032598	0	0	0
Zm00001d036247	0	0	0
Zm00001d009171	0	0	0
Zm00001d031635	0	0	0
Zm00001d051545	0	0	0
Zm00001d041852	0	0	0
Zm00001d006798	0	0	0
Zm00001d012956	0	0	0
Zm00001d021790	0	0	0
Zm00001d014338	0	0	0
Zm00001d012553	0	0	0
Zm00001d040010	0	0	0
Zm00001d025964	0	0	0
Zm00001d025998	0	0	0
Zm00001d010858	0	0	0
Zm00001d045783	0	0	0
Zm00001d003103	0	0	0
Zm00001d011208	0	0	0
Zm00001d050179	0	0	0
Zm00001d047448	0	0	0
Zm00001d013486	0	0	0
Zm00001d025431	0	0	0
Zm00001d040665	0	0	0
Zm00001d036283	0	0	0
Zm00001d021580	0	0	0
Zm00001d049155	0	0	0
Zm00001d022189	0	0	0
Zm00001d007819	0	0	0
Zm00001d008399	0	0	0
Zm00001d002969	1	0	0
Zm00001d034954	0	0	0
Zm00001d012892	0	0	0
Zm00001d047920	0	0	0
Zm00001d035428	0	0	0
Zm00001d002025	0	0	0
Zm00001d028193	0	0	0
Zm00001d032497	0	0	0
Zm00001d018072	0	0	0
Zm00001d002711	0	0	0
Zm00001d010946	0	0	0
Zm00001d006667	0	0	0
Zm00001d047677	0	0	0
Zm00001d044243	0	0	0
Zm00001d037455	0	0	0
Zm00001d047694	0	0	0
Zm00001d043401	0	0	0
Zm00001d048541	0	0	0
Zm00001d042441	0	0	0
Zm00001d047470	0	0	0
Zm00001d040186	0	0	0
Zm00001d004120	0	0	0
Zm00001d007815	0	0	0
Zm00001d044673	0	0	0
Zm00001d034650	0	0	0
Zm00001d005674	0	0	0
Zm00001d036905	0	0	0
Zm00001d044422	0	0	0
Zm00001d022324	0	0	0
Zm00001d014983	0	0	0
Zm00001d010862	1	0	0
