gene	30-Embryo(15DAP)	32-Endosperm(15DAP)	23-1cmear	27-1cmtassel	31-Embryo(20DAP)	33-Endosperm(20DAP)	21-2mmear	26-2mmtassel	22-5mmear	01-Root(6DAS)	04-Seedling(6DAS)	29-Kernel(6DAP)	10-Leaf(14DAS)	03-Root(14DAS)	05-Seedling(14DAS)	18-Stem(14DAS)	15-Ear-leaf	08-First Leaf-N(V3)	25-Inflorescence	20-Internode(V6)	19-Stem(V6)	28-Tassel(V12)	06-Topmost Leaf-N(V3)	02-Primary Root(V1)	16-SAM(V1)	09-Third Leaf(V3)	17-SAM(V3)	12-Tip of Stage 2 leaf-L(V5)	11-Tip of Stage 2 Leaf-N(V5)	14-Base of Stage 2 leaf-L(V5)	13-Base of Stage 2 Leaf-N(V5)
GRMZM5G861353	0.019265660051044	0	0	0.0130920247967051	0	0	0	0.0163629553670701	0.0011947779729153	0.081726157939502	0.0252683966694944	0.0010167416444943	0	0.0537112338005378	0.0266697683623782	0.183388690543563	0	0.0305712697003705	0	0	0.0479926928772409	0	0.0110733597443106	0.0396150012711785	0	0.0139995748048783	0.0195482085341068	0	0	0	0
Zm00001d000288	2.79955589857003	3.01882411173519	2.33521940083621	2.86727251170221	3.00050007765666	2.43779074893018	2.7518596902516	3.01982047384272	2.28630587671559	2.43675790748733	0.925725660183198	4.94054502064116	0.546723116175838	2.71713011050195	1.74872527355765	3.54901389547244	0.970975836603648	0.429159049582989	1.4100677916864	5.42011078313667	5.27223099088038	3.62920628050883	0.951931270504615	2.50676517166135	3.32492218479967	1.08358169787173	2.77012285103199	0.360263129820716	2.04897705090856	1.17767514396239	1.78476967399358
Zm00001d023842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d017978	0.707329974160144	0.742975445292568	0.260946999869385	0.357123495747132	1.1915092750501	0.743284445872018	0.191998425325772	0.361661697088097	0.125666969897342	4.73392211377872	3.01340901757061	3.51138789435351	1.18037863570633	7.85041134603949	3.23039625145455	4.54231591120383	1.49591743308799	1.38234575735995	0.493080595998703	1.5523854330944	0.910114779869303	5.36997817622476	3.97697921619676	6.54201398611226	0.281319613501834	4.60863427572902	0.0927425976350023	1.6188381658271	1.95413208575875	2.09575685515957	2.75018156535465
Zm00001d027849	0	0	0	0.00695718582457681	0.163207587658156	0.0821377978712166	0	0	0	0	0	0.000895635554326285	0	0.0818236263503457	0	0.0471740046706679	0	0	0	0	0	0	0	0.0252251577989547	0.00531230946442419	0.00950913489104894	0	0	0.0309921170422529	0	0.0142295873387267
Zm00001d006247	2.7849186196428	1.11571446575731	4.41934708122185	4.43760531146477	2.32067153752594	0.768619238388691	4.39631295910584	3.91664335684782	4.35439993458159	1.77531755762157	0.671272082947125	2.35903573939487	0.357346493907247	1.25802165947804	1.81021027953036	1.93318736458562	0.701546839116553	2.54068149323647	4.73444522382699	2.22019140616033	2.935923315903	2.19513385572414	0.429147798980389	1.79885720273979	3.9618306892213	1.68828086246753	4.11083259417825	1.0493561416622	0.939480108633071	1.48005180459849	1.31009024513539
Zm00001d012148	0	0	0	0	0.0864685666938994	0.0209530120482768	0	0	0.00250810794947657	0	0	0.01680080124962	0	0	0	0.0146230951696323	0.00220851750985255	0	0	0.00365188468267709	0	0	0	0	0	0	0	0	0	0	0
Zm00001d045357	0.986979891148348	0.306489156119612	1.02251695779087	1.69342361691791	1.78035860806109	0.496859592086301	2.81507951968474	1.6706885368032	1.35342887789495	0.41035087452485	2.03836962931528	0.171180561416752	0.270569606372515	0.167729152339727	1.2206240365544	1.36418383277594	1.5577837969553	2.18812236071378	1.0015129541768	0.565107258721324	1.47768432086364	0.262613558403634	2.47911373854062	0.395768614864529	2.13075299234928	1.49071978304155	1.8387753259519	1.34143588174088	2.12573705251787	2.2609146423658	2.25756329391458
Zm00001d018228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017677519694644	0	0	0	0	0	0	0	0	0
Zm00001d013963	4.10431917122525	4.02942700008953	5.13081778428916	4.6265296965538	4.8150845933943	3.95541854636292	5.67622924980908	5.54174346385245	5.62380593396772	4.31101349986977	4.37851633974904	4.70560966343973	4.95517673057314	4.52406565095379	4.44680388679409	5.07498907942586	4.44261810655113	5.26048307062218	5.05201651528836	4.41762365661603	4.58222244660122	4.56347656835616	4.82499856917811	4.67457033537713	5.00184200175282	4.74294053311628	5.04656114584603	4.85547796293497	5.04821811261005	4.6396965355748	4.88882033666992
Zm00001d043384	3.30920027585987	0.958180832069939	3.40259592186398	3.15741234279295	2.48761471468354	0.484528469864558	3.47707007641196	3.23410004777644	3.58240558397864	3.34983911490158	2.10412661496794	2.56342687140157	1.26237452252298	1.36288503342074	1.86804685217134	1.66941664879355	2.45939869858396	2.25026051409043	3.60410614487647	3.63438416705531	3.26282384716169	2.93404766747162	2.1235829361801	2.87056377310492	3.6402576637014	1.901940015273	3.44820367824113	2.0929874464216	1.95627768759302	1.93148658756889	2.08963288873854
Zm00001d006836	6.10994022704924	4.99005604913096	5.84397963701888	5.93095866784484	5.54351762885824	3.95296046194534	6.00999977157744	6.12039725199071	5.83821354533399	5.75967605318388	4.50494273835401	6.31539497619517	4.79079606520577	5.81794975821446	5.50524847944272	5.88092799860979	4.68723348216661	5.79368758946828	5.90494634859137	6.04949616217976	5.86881417323251	5.08853116438703	5.04741787559477	5.56393770129325	6.07438669471256	5.26238281051465	6.15210408081753	4.93656051425403	5.51832575361472	5.19732258844658	5.52687039926781
Zm00001d014185	0	0	0	0	0	0	0	0	0	0	0	0	0.607752613857037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0410971631191759
Zm00001d019052	4.985231379936	1.76506091296735	2.59712113075054	2.65258963102016	3.1607257241731	0.476842550477816	2.6243991143841	2.92224143311588	2.62236487228284	2.32273116393245	6.80219255118186	2.94207003989131	6.53092374165253	1.71083882683197	4.70244079043471	4.07020859325476	7.18955456189631	5.96486420976965	2.8567290882804	2.99873230611468	3.45643669053319	2.2969325007548	6.69192909329266	1.85819051892984	2.56081740663696	6.42933798431495	2.89763173983956	6.16177266517638	6.48088614065951	6.02164277649371	6.35761395120568
Zm00001d053145	0	0	0	0	0	0	0	0	0	0.803407672040891	0.0775834621354746	0.078509416347955	0.143511624716231	1.3956874664109	0.153163923675721	0.0900329607158883	0.204301007324348	0.209898738718326	0.0124757087456383	0.00739358921305643	0	0.172490075747509	0.0113861444342164	1.74444573060123	0	0.147293020794073	0	0.43465277826136	0.0245317411987231	0.735491850055	0.0230707891001264
ENSRNA049479912	0.0609265715499487	0.595463558561073	0	0.315771983721582	0.171203624272844	0.270980965839772	0.104724457798474	0.307448343897085	0.0653158709559812	0.0827489074076689	0.0701419875403239	0.146176199126807	1.06043101342703	0.302992785017353	0.636947516104652	0	0	0	0.20198508329343	0.083940405463568	0	0	0.209165733752106	0.299779194221807	0	0	0.365702054362763	0.0796532253062806	0.0963536211993733	0	0.08040525489981
Zm00001d034716	0	0	0.00528356132799918	0.00455172838004111	0.0116945681884359	0	0.012228965533672	0	0	0	0.012228965533672	0.00694498185883262	0.113925819333722	0.175490110126525	0.0397539528594906	0.234357840992743	0.0044431439321947	0	0	0	0	0.115450804761255	0.0244296148942476	0.0154033658125688	0	0	0	0.0109008339085592	0.00915580359348059	0.00878159375823028	0.0222364108192466
Zm00001d024004	3.15573612015221	1.28648701352752	4.52545299887703	5.40509541532082	3.85729291427259	1.11354148727482	3.75807010100727	4.38100567544292	4.25011844172698	3.06663989338469	3.95436276917576	3.85832008810483	4.48225036984941	2.19965522867938	4.59070279020671	4.68183243381138	4.60539038305282	5.62628103026885	4.68662739472793	5.13729983116065	5.15201956487081	4.48934691514751	4.48738675544776	2.22161001087791	4.24957041474518	4.71416351529754	5.45913521272532	4.10466596769781	5.09837125544344	4.40695663550388	4.76135862977322
zma-MIR156k	0	0	0.00453734680350598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
